run_key,alpha_annualized,alpha_tstat,beta_mkt_rf,r2
EN_twostep,-0.04385500581400825,-1.4408802254667437,1.2230475968867731,0.7283040195410673
RF_twostep,-0.053923370376073976,-1.9535443598432005,1.3423428955375707,0.7663092582428912
Torch_onestep,-0.012360141637167477,-0.35024744145366693,0.9738895597580238,0.5450352708963466
