run_key,model,alpha_annualized,alpha_tstat,r2,beta_mkt_rf,beta_smb,beta_hml,beta_umd,n_obs,status
EN_twostep,carhart4,-0.02696547586782061,-1.115548358983105,0.7983370176048172,1.0707904914830035,0.39990034423602994,0.05022919017259655,-0.23318830571677784,300,ok
EN_twostep,ff3,-0.04123101979319099,-1.7731031907602794,0.7711613705090925,1.1735561367555103,0.3680863126850414,0.1270143100138168,,300,ok
RF_twostep,carhart4,-0.004184321849445616,-0.21823806374409482,0.861612859925089,1.11713595293254,0.44995608794013553,-0.023519414359941232,-0.3716781677719408,300,ok
RF_twostep,ff3,-0.02731717071050943,-1.2758929908947114,0.8012155195283004,1.2809338184703494,0.3992477948292797,0.09886816664249762,,300,ok
Torch_onestep,carhart4,-0.019657482103481394,-0.8660893270186442,0.6974668331371361,1.1669166739298371,0.016308868502212172,0.171723391861131,0.43652801110062084,300,ok
Torch_onestep,ff3,0.007759043395221932,0.28871311077899653,0.5799784362273415,0.9745396050953302,0.07586466773218306,0.027981811238637605,,300,ok
