run_key,cost_convention,cost_bps,annual_return,annual_volatility,sharpe,max_drawdown,avg_turnover
EN_twostep,one_way,10.0,0.04302987978490025,0.2286167009921341,0.22475261876833275,-0.7360495939038393,0.6447306122448979
EN_twostep,one_way,25.0,0.031011288557873717,0.22859818293892578,0.17410717922975333,-0.7397115026785402,0.6447306122448979
EN_twostep,one_way,50.0,0.011260270029585406,0.22857469774793468,0.08967457065514177,-0.7457084854343511,0.6447306122448979
RF_twostep,one_way,10.0,0.0637125460720882,0.24439003785454635,0.30398076449032696,-0.6748136445446489,0.6286353741496599
RF_twostep,one_way,25.0,0.051775415475991515,0.24438313052090985,0.2577876712845559,-0.6803395607136864,0.6286353741496599
RF_twostep,one_way,50.0,0.03215123287581334,0.24437726477047458,0.18079002807420905,-0.7140315912766604,0.6286353741496599
Torch_onestep,one_way,10.0,0.07657086849212646,0.20576661534626223,0.3779265140185085,-0.6243923306465149,0.513343334197998
Torch_onestep,one_way,25.0,0.06670606136322021,0.20578029441745035,0.3331120005539458,-0.6302635073661804,0.513343334197998
Torch_onestep,one_way,50.0,0.05044674873352051,0.20581127880416994,0.2584200711076361,-0.639858603477478,0.513343334197998
