run_key,model,n_obs,alpha_annualized,alpha_t_hc1,alpha_t_hac_nw3,r2,durbin_watson,ljungbox_p_lag6,breusch_pagan_p,vif_max,vif_mean,cook_max,cook_count_gt_4_over_n
EN_twostep,capm,300,-0.0340053784856017,-1.3935924123278298,-1.3611902242809961,0.7364844984783154,1.976124123975252,0.3713652862460201,0.1681486342692658,,,0.40495296719785756,20
RF_twostep,capm,300,-0.020209400918595355,-0.8839873925990341,-0.916309750102997,0.768294254358585,2.0123246859770463,0.18889992330325514,0.05660963894811302,,,0.33509690506351814,19
Torch_onestep,capm,300,0.009353452789545802,0.33746773870616975,0.37388869020184107,0.5781210944955062,2.210191110635664,0.4075219287042855,0.5446778909930374,,,0.12035773936064736,21
EN_twostep,carhart4,300,-0.02696547586781939,-1.1155483595299296,-1.074487597531886,0.7983370176048172,1.917488358855977,0.2241400644234044,2.722340479749166e-11,1.261707916260424,1.1592105117479632,1.2468936933545076,24
RF_twostep,carhart4,300,-0.004184321849442951,-0.21823806388028874,-0.23895013511409544,0.861612859925089,2.156482497386033,0.2660172273650037,0.33254944852759116,1.261707916260424,1.1592105117479632,0.4057173779622057,27
Torch_onestep,carhart4,300,-0.019657482103481394,-0.8660893274723775,-0.9542040830618195,0.6974668331371361,2.0567348296976933,0.6634782206994339,3.6416934993873623e-05,1.261707916260424,1.1592105117479632,2.135148072937081,24
EN_twostep,ff3,300,-0.04123101979319099,-1.7731031916578588,-1.811525658669797,0.7711613705090926,2.0638137285856972,0.08933770017132714,0.031240016092786562,1.091069081167282,1.0617697076635293,0.43686463122753394,27
RF_twostep,ff3,300,-0.02731717071050943,-1.2758929916008186,-1.3386092202820918,0.8012155195283004,1.9918184708628661,0.3715182422611255,0.04329092756640554,1.091069081167282,1.0617697076635293,0.29594221727698616,20
Torch_onestep,ff3,300,0.007759043395221932,0.28871311090837415,0.3219604368792436,0.5799784362273415,2.2032810416050466,0.4679600940154013,0.00030491072786009764,1.091069081167282,1.0617697076635293,0.8302862532677485,23
