run_key,annual_return,annual_volatility,sharpe,max_drawdown,avg_turnover,alpha_annualized,alpha_tstat,beta_mkt_rf,r2
EN_twostep,0.05111301034922322,0.22863089044301535,0.25850900529417,-0.7335814040984692,0.6447306122448979,-0.04385500581400825,-1.4408802254667437,1.2230475968867731,0.7283040195410673
RF_twostep,0.07173909505869935,0.24439605424095268,0.33477298612976225,-0.6710795243038297,0.6286353741496599,-0.053923370376073976,-1.9535443598432005,1.3423428955375707,0.7663092582428912
Torch_onestep,0.08319341833246785,0.20575954671031255,0.4078011218303958,-0.6204298754653498,0.5133433632552624,-0.012360141637167477,-0.35024744145366693,0.9738895597580238,0.5450352708963466
