,mom_12_1,mom_6_1,mom_3_1,tsmom_12,tsmom_sign_12,reversal_1m,ma_gap_12m,ma_crossover_6_12,vol_3m,vol_12m,vol_regime_3_12,log_volume,abnormal_log_volume
macro_vix,-0.24647106990967277,-0.23751058207121561,-0.19830147101275397,-0.33018075509930755,-0.38833823494146436,0.24538033581855898,-0.49664981057162333,-0.3328571163914963,0.5474650489497787,0.522959448396041,0.19755486402198996,0.187903136362224,0.26937611328072225
macro_epu,-0.19694563144906693,-0.21319327840953817,-0.17673924780001246,-0.21887330590532084,-0.22754905259254293,0.1516634937751878,-0.3036915089027015,-0.19294885755754965,0.26305796740430004,0.21639767992446787,0.12325172786764174,0.28841945170869215,-0.06552028576298109
macro_credit_spread,-0.4066702939245874,-0.3468252620328905,-0.24263405739765814,-0.4075307447003336,-0.45742969696152874,0.1823539304437765,-0.5526401589751329,-0.451444773935837,0.37990576019271144,0.3760787677215548,0.10554800645010794,0.48542757263644337,0.10639681447327025
macro_term_spread,0.018917570321073284,0.03720622961624055,0.021913563031052446,0.06816673822474137,0.04298477879540674,0.0012829303521624288,0.004185431315260929,-0.007257018749245112,-0.11391574882295004,-0.0005038438098228109,-0.13954788258831646,-0.09792033952201269,-0.10278353890029103
