feature_a,feature_b,corr,abs_corr
macro_vix,macro_credit_spread,0.6282295975559703,0.6282295975559703
macro_vix,macro_epu,0.4097319368099764,0.4097319368099764
macro_epu,macro_credit_spread,0.35950186128414946,0.35950186128414946
macro_credit_spread,macro_term_spread,0.35880870830538436,0.35880870830538436
macro_vix,macro_term_spread,0.0881272385255406,0.0881272385255406
macro_epu,macro_term_spread,-0.07106240304307877,0.07106240304307877
