Model,OOS R²,Mean monthly Spearman IC,Std. monthly Spearman IC,IC hit rate (%)
Elastic Net,-0.28686407759114685,-0.0034390255764326144,0.17870561847179744,43.666666666666664
Random Forest,-0.4294350014063377,0.008103562481956431,0.16644113797796434,50.81300813008131
