cost_convention,cost_bps,avg_turnover,n_periods,periods_per_year,mean_period_return,std_period_return,annual_return,annual_volatility,sharpe,max_drawdown,cumulative_return,experiment,pipeline,model_type
one_way,0.0,0.6286353741496599,300.0,12.0,0.008306707455546961,0.0705510638524482,0.07173909505869935,0.24439605424095268,0.33477298612976225,-0.6710795243038297,4.652321178167982,final_twostep_random_forest_rolling_nocost_v2,twostep,random_forest
