run_key,alpha_annualized,alpha_tstat,r2,beta_mkt_rf,beta_smb,beta_hml,beta_umd,beta_rmw,beta_cma
Elastic Net,-0.07723180615514291,-2.1339016399883177,0.6537086967237613,1.3524181111889462,0.6602623381000396,-0.49608072903024153,,,
Random Forest,-0.005428617440467298,-0.18749804353791905,0.596164356467801,1.0240403406623302,0.2743148914619875,-0.27993661809805326,,,
Torch (gamma=5.0),0.03132713642238749,1.56841805767823,0.7635015244720701,0.9863794797592361,0.31301383760944973,-0.22746637005797674,,,
