date,rf,mkt_rf,smb,hml,umd,rmw,cma
1995-10-31,0.004699999999999999,-0.022074453815261044,-0.0407,-0.0049,0.0417,0.019299999999999998,-0.001
1995-11-30,0.0042,0.045583848193764584,-0.0106,0.0052,-0.0072,-0.005699999999999999,0.01
1995-12-29,0.0049,0.008543385356133328,0.006500000000000001,0.0024,0.0248,-0.0144,0.0302
1996-01-31,0.0043,0.022619165656565653,-0.0264,0.0046,0.005699999999999999,0.0026,0.023
1996-02-29,0.0039000000000000003,0.008484570281124499,0.0177,-0.0105,0.005699999999999999,0.0016,-0.0189
1996-03-29,0.0039000000000000003,0.014350486110732932,0.015600000000000001,0.0042,-0.018500000000000003,0.0144,-0.0095
1996-04-30,0.0046,0.015232058585858587,0.047,-0.0397,-0.009399999999999999,-0.002,-0.0203
1996-05-31,0.0042,0.010600124248496993,0.0323,-0.009000000000000001,0.016200000000000003,0.0003,-0.0033
1996-06-28,0.004,-0.006699458917835672,-0.036699999999999997,0.0233,0.0102,0.035,0.012
1996-07-31,0.0045000000000000005,-0.0536869357429719,-0.0378,0.0519,-0.0015,0.028999999999999998,0.0268
1996-08-30,0.0040999999999999995,0.032542886,0.0258,-0.008199999999999999,-0.0002,-0.0038,-0.024700000000000003
1996-09-30,0.0044,0.044912619238476954,-0.0141,-0.0274,0.026699999999999998,0.013000000000000001,-0.0213
1996-10-31,0.0042,0.014230838000000003,-0.0379,0.048799999999999996,0.037200000000000004,0.0138,0.0297
1996-11-29,0.0040999999999999995,0.061066156,-0.0382,0.013999999999999999,-0.0235,0.0206,-0.0069
1996-12-31,0.0046,-0.018418307228915666,0.0319,0.0128,0.0053,0.0023,0.0149
1997-01-31,0.0045000000000000005,0.03492144176706827,-0.0182,-0.0144,0.0187,0.012199999999999999,-0.0007000000000000001
1997-02-28,0.0039000000000000003,0.005402559999999999,-0.0254,0.056100000000000004,-0.0218,0.0072,0.0347
1997-03-31,0.0043,-0.04183410471584,-0.0040999999999999995,0.0339,0.0088,0.0039000000000000003,0.015300000000000001
1997-04-30,0.0043,0.029006536144578314,-0.057,0.0,0.0483,0.0336,-0.0102
1997-05-30,0.0049,0.060422175999999994,0.046799999999999994,-0.041100000000000005,-0.0519,-0.0104,-0.0276
1997-06-30,0.0037,0.034422597585513075,0.011699999999999999,0.0144,0.0259,0.005600000000000001,0.0045000000000000005
1997-07-31,0.0043,0.08289276180795582,-0.0274,0.0013,0.037000000000000005,0.0018,-0.0256
1997-08-29,0.0040999999999999995,-0.03043911096579477,0.075,0.0113,-0.025699999999999997,-0.0102,-0.0017000000000000001
1997-09-30,0.0044,0.05105205210420842,0.0248,0.0024,0.0146,-0.0158,-0.009300000000000001
1997-10-31,0.0042,-0.039848721442885766,-0.005600000000000001,0.0233,-0.0053,0.0075,0.020099999999999996
1997-11-28,0.0039000000000000003,0.030646849386491967,-0.0501,0.012199999999999999,0.0038,0.0308,0.0173
1997-12-31,0.0048,0.022663736947791162,-0.0209,0.0374,0.0391,0.0064,0.0195
1998-01-30,0.0043,-0.015383667334669336,-0.0128,-0.0168,0.0005,0.0091,-0.0062
1998-02-27,0.0039000000000000003,0.069686994,0.0005,-0.009300000000000001,-0.011899999999999999,-0.0037,-0.0258
1998-03-31,0.0039000000000000003,0.04492668614203815,-0.0073,0.0138,0.0213,-0.0055000000000000005,-0.0023
1998-04-30,0.0043,-0.0016742580645161286,0.0001,0.0103,0.0076,-0.0168,-0.0036
1998-05-29,0.004,-0.0337944248496994,-0.03,0.0341,0.0191,0.0103,0.024700000000000003
1998-06-30,0.0040999999999999995,0.009877474335731856,-0.0361,-0.0203,0.0726,-0.0026,-0.030299999999999997
1998-07-31,0.004,-0.0408641844068202,-0.052000000000000005,-0.0183,0.0379,0.016399999999999998,0.0076
1998-08-31,0.0043,-0.1492148112449799,-0.049699999999999994,0.035699999999999996,0.019,0.0335,0.057800000000000004
1998-09-30,0.0046,0.06156913238915695,-0.0089,-0.0351,-0.006500000000000001,-0.0184,-0.028399999999999998
1998-10-30,0.0032,0.07800552622108316,-0.0336,-0.0233,-0.0533,0.0088,0.0018
1998-11-30,0.0031,0.04385492741935484,0.0076,-0.032400000000000005,0.0113,-0.0092,-0.0092
1998-12-31,0.0038,0.04076312354207445,-0.015,-0.0425,0.08869999999999999,-0.0069,-0.0326
1999-01-29,0.0034999999999999996,-0.008717489919354834,-0.008199999999999999,-0.0446,0.028399999999999998,-0.027999999999999997,-0.0641
1999-02-26,0.0034999999999999996,-0.030413792000000002,-0.051500000000000004,0.0195,-0.0014000000000000002,-0.0123,0.0408
1999-03-31,0.0043,0.01502476861167002,-0.0437,-0.026099999999999998,-0.0121,-0.0405,-0.010700000000000001
1999-04-30,0.0037,0.07567977893441769,0.0452,0.024,-0.0898,-0.024700000000000003,0.0084
1999-05-28,0.0034000000000000002,-0.003924808853118713,0.0375,0.024900000000000002,-0.0525,0.0095,0.0318
1999-06-30,0.004,0.02839276912903226,0.023399999999999997,-0.0322,0.0466,0.009300000000000001,-0.0291
1999-07-30,0.0038,-0.030985533165602416,0.0254,-0.0018,0.017,0.0029,0.0327
1999-08-31,0.0039000000000000003,-0.03539154747474748,-0.0167,-0.019299999999999998,0.0298,-0.0024,0.0072
1999-09-30,0.0039000000000000003,-0.04228789529613655,0.0248,-0.028999999999999998,0.0638,-0.0096,-0.009899999999999999
1999-10-29,0.0039000000000000003,0.03953275910931174,-0.0713,-0.0288,0.0545,-0.0175,-0.0087
1999-11-30,0.0036,-0.0010033259112580658,0.056900000000000006,-0.0565,0.054900000000000004,-0.0418,-0.0184
1999-12-31,0.0044,0.029135134808853116,0.051,-0.0766,0.13140000000000002,-0.08,-0.0587
2000-01-31,0.0040999999999999995,-0.04982541649899397,0.0421,-0.011200000000000002,0.018600000000000002,-0.061500000000000006,0.045599999999999995
2000-02-29,0.0043,-0.030306807228915662,0.18460000000000001,-0.0977,0.1802,-0.1895,-0.0113
2000-03-31,0.004699999999999999,0.09630348893360162,-0.15539999999999998,0.085,-0.06849999999999999,0.1165,-0.012
2000-04-28,0.0046,-0.0005962449799196794,-0.0475,0.0645,-0.086,0.08070000000000001,0.056299999999999996
2000-05-31,0.005,0.004082718562288304,-0.038599999999999995,0.045899999999999996,-0.08990000000000001,0.0405,0.0147
2000-06-30,0.004,-0.02126002726955645,0.09949999999999999,-0.08039999999999999,0.1663,-0.08310000000000001,-0.0317
2000-07-31,0.0048,-0.005957901209677419,-0.009399999999999999,0.0806,-0.0016,0.0572,0.0298
2000-08-31,0.005,0.0699552718602495,-0.0095,-0.0137,0.0559,-0.030600000000000002,0.0121
2000-09-29,0.0051,-0.01398315120967742,0.0027,0.0724,0.0189,0.027000000000000003,0.0554
2000-10-31,0.005600000000000001,0.011005669354838713,-0.0258,0.0558,-0.045599999999999995,0.09539999999999998,0.0371
2000-11-30,0.0051,-0.04801633913595152,-0.0034999999999999996,0.12240000000000001,-0.0217,0.1305,0.08349999999999999
2000-12-29,0.005,0.07012954682971428,0.0326,0.0755,0.0659,0.0192,0.0482
2001-01-31,0.0054,0.022387218232112906,0.052300000000000006,-0.050499999999999996,-0.2535,-0.052000000000000005,-0.0521
2001-02-28,0.0038,-0.04096595874976659,0.0287,0.1223,0.126,0.09119999999999999,0.0901
2001-03-30,0.0042,-0.04516064658634539,0.0233,0.0647,0.08650000000000001,0.0334,0.037200000000000004
2001-04-30,0.0039000000000000003,0.07056892785571142,-0.0088,-0.0464,-0.0801,-0.0318,-0.0319
2001-05-31,0.0032,0.018562292788488977,0.0355,0.0338,0.0215,0.0029,0.0195
2001-06-29,0.0028000000000000004,-0.019302241935483872,0.0669,-0.0126,0.0062,0.015700000000000002,-0.0167
2001-07-31,0.003,-0.0007131062124248497,-0.0286,0.0495,0.0548,0.0729,0.028999999999999998
2001-08-31,0.0031,-0.03966676860190141,0.0254,0.0286,0.0546,0.0381,0.0653
2001-09-28,0.0028000000000000004,-0.1056596238192771,-0.0574,0.0152,0.11380000000000001,0.050300000000000004,0.0335
2001-10-31,0.0022,0.02444158032128514,0.053399999999999996,-0.0731,-0.0832,-0.0298,-0.0436
2001-11-30,0.0017000000000000001,0.07608385513078472,-0.0036,0.0217,-0.0861,-0.0349,-0.0168
2001-12-31,0.0015,0.029992427419354838,0.051100000000000007,0.0083,0.0002,0.0026,-0.0028000000000000004
2002-01-31,0.0014000000000000002,0.002024563907098791,0.0128,0.0342,0.0365,0.0473,0.028300000000000002
2002-02-28,0.0013,-0.008058643286573148,-0.0038,0.023399999999999997,0.0683,0.0803,0.051
2002-03-28,0.0013,0.05353915430861723,0.0415,0.0108,-0.0169,-0.0183,0.0066
2002-04-30,0.0015,-0.025836422,0.0663,0.0401,0.077,0.045899999999999996,0.0535
2002-05-31,0.0014000000000000002,-0.006307179074446683,-0.030699999999999998,0.0152,0.030899999999999997,0.0231,0.0253
2002-06-28,0.0013,-0.07077521126760564,0.037599999999999995,0.0037,0.062400000000000004,0.0392,0.026600000000000002
2002-07-31,0.0015,-0.09096864328657314,-0.0633,-0.0351,0.0363,0.0384,-0.011000000000000001
2002-08-30,0.0014000000000000002,0.007182036072144288,-0.0128,0.0301,0.0187,0.0137,-0.013999999999999999
2002-09-30,0.0014000000000000002,-0.09496798000000001,0.0305,0.0126,0.09179999999999999,0.0329,-0.0229
2002-10-31,0.0014000000000000002,0.052568474000000004,-0.0429,-0.037599999999999995,-0.0558,-0.0316,0.0073
2002-11-29,0.0012,0.06532670682730923,0.0294,-0.0116,-0.1643,-0.0925,0.0516
2002-12-31,0.0011,-0.04480473146292585,0.0055000000000000005,0.021099999999999997,0.09720000000000001,0.0632,-0.0179
2003-01-31,0.001,-0.027866076152304613,0.0070999999999999995,-0.0079,0.0159,-0.009300000000000001,0.0069
2003-02-28,0.0009,-0.018646432865731467,-0.0087,-0.013600000000000001,0.0121,0.0079,-0.0068000000000000005
2003-03-31,0.001,0.007618722891566262,0.0077,-0.021099999999999997,0.013999999999999999,0.0168,-0.008100000000000001
2003-04-30,0.001,0.07497165392354126,0.011399999999999999,0.012199999999999999,-0.0935,-0.046799999999999994,0.0098
2003-05-30,0.0009,0.078960208,0.0478,0.006999999999999999,-0.1075,-0.0694,0.030699999999999998
2003-06-30,0.001,0.005329731462925853,0.0165,0.0014000000000000002,-0.0123,0.0044,-0.004
2003-07-31,0.0007000000000000001,0.029336637274549097,0.044000000000000004,-0.015300000000000001,-0.003,-0.038900000000000004,0.0152
2003-08-29,0.0007000000000000001,0.036247928000000006,0.023700000000000002,0.016399999999999998,-0.0053,-0.0229,0.0215
2003-09-30,0.0008,-0.013243250000000002,0.005699999999999999,0.0014000000000000002,-0.0007000000000000001,0.009000000000000001,0.0040999999999999995
2003-10-31,0.0007000000000000001,0.07240089799999999,0.0263,0.022099999999999998,0.0401,-0.0138,0.0165
2003-11-28,0.0007000000000000001,0.022365649298597193,0.0231,0.0172,0.013600000000000001,0.0021,0.0168
2003-12-31,0.0008,0.039155785571142285,-0.025099999999999997,0.0151,-0.0554,0.005699999999999999,0.0085
2004-01-30,0.0007000000000000001,0.014371729458917834,0.0246,0.0242,0.025699999999999997,-0.036000000000000004,0.0333
2004-02-27,0.0006,0.020319981927710846,-0.0092,0.0095,-0.011699999999999999,0.0213,-0.011699999999999999
2004-03-31,0.0009,-0.007523673938012,0.021099999999999997,0.0023,0.0019,0.0165,-0.0098
2004-04-30,0.0008,-0.02241128857715431,-0.0206,-0.0323,-0.053399999999999996,0.0346,-0.028300000000000002
2004-05-28,0.0006,0.01899253,-0.004,-0.0018,0.0149,-0.011699999999999999,0.0001
2004-06-30,0.0008,0.020640219268544,0.0252,0.0121,0.0208,0.011200000000000002,-0.0031
2004-07-30,0.001,-0.040125440643863176,-0.0292,0.0322,-0.022400000000000003,0.0521,-0.0168
2004-08-31,0.0011,0.0014244695785070192,-0.0118,0.0108,-0.0155,0.0121,-0.013500000000000002
2004-09-30,0.0011,0.02784179468097395,0.0322,-0.0005,0.0548,-0.0149,-0.0172
2004-10-29,0.0011,0.01879794099875703,0.0015,-0.0026,-0.0143,-0.0053,0.0040999999999999995
2004-11-30,0.0015,0.0499244869739479,0.0412,0.015700000000000002,0.0308,-0.0052,-0.0018
2004-12-31,0.0016,0.037353408000000005,-0.0004,-0.0023,-0.0285,-0.010700000000000001,0.0039000000000000003
2005-01-31,0.0016,-0.02488862124248497,-0.0111,0.0206,0.0296,0.027999999999999997,-0.0141
2005-02-28,0.0016,0.024243842,-0.003,0.0141,0.034300000000000004,0.0132,-0.0021
2005-03-31,0.0021,-0.013087720321931588,-0.0141,0.0207,0.0043,0.0044,0.0134
2005-04-29,0.0021,-0.029650983967935876,-0.0397,0.0005,-0.0068000000000000005,0.0097,-0.0085
2005-05-31,0.0024,0.038604658,0.0276,-0.0058,0.0037,-0.0102,0.0028000000000000004
2005-06-30,0.0023,0.01496524649298597,0.0326,0.027999999999999997,0.0207,0.0087,-0.0052
2005-07-29,0.0024,0.046755208835341365,0.0276,-0.0078000000000000005,0.0003,-0.011899999999999999,-0.0078000000000000005
2005-08-31,0.003,-0.01488957640227823,-0.009399999999999999,0.0134,0.0207,-0.0196,0.0038
2005-09-30,0.0029,0.0068451054495531054,-0.0031,0.0078000000000000005,0.0346,0.0026,-0.0060999999999999995
2005-10-31,0.0027,-0.027360853707414833,-0.015,0.0043,-0.011899999999999999,-0.006999999999999999,-0.0126
2005-11-30,0.0031,0.03740843661971831,0.009000000000000001,-0.011899999999999999,0.0034000000000000002,-0.0079,-0.0109
2005-12-30,0.0032,0.0032238881471931594,-0.0025,0.0015,0.0078000000000000005,0.0018,0.002
2006-01-31,0.0034999999999999996,0.03424735051466399,0.0583,0.009899999999999999,0.0252,-0.0066,-0.0034999999999999996
2006-02-28,0.0034000000000000002,-0.002707983638917834,-0.0046,-0.0031,-0.0178,-0.0054,0.019799999999999998
2006-03-31,0.0037,0.013968203874507012,0.0334,0.0060999999999999995,0.0126,0.0003,-0.0044
2006-04-28,0.0036,0.009391676767676767,-0.0079,0.0226,0.006,0.0174,-0.0013
2006-05-31,0.0043,-0.03594960441767068,-0.028999999999999998,0.023799999999999998,-0.0366,0.0087,0.015300000000000001
2006-06-30,0.004,-0.005633251509054327,-0.0024,0.0085,0.0155,0.0132,-0.0013
2006-07-31,0.004,-0.015646092000000007,-0.036000000000000004,0.0262,-0.0204,0.0163,0.0084
2006-08-31,0.0042,0.015007672032193161,0.0045000000000000005,-0.0195,-0.0336,-0.0181,0.021400000000000002
2006-09-29,0.0040999999999999995,0.016976598547935998,-0.0139,0.0006,-0.0098,0.0078000000000000005,0.0046
2006-10-31,0.0040999999999999995,0.030700947838991986,0.019799999999999998,-0.0033,-0.0025,-0.0011,0.0032
2006-11-30,0.0042,0.020834496289151513,0.0063,0.0004,-0.0104,0.002,-0.008
2006-12-29,0.004,0.0015950578170281096,-0.008100000000000001,0.0274,0.0079,-0.006500000000000001,0.018799999999999997
2007-01-31,0.0044,0.020129797188755016,0.0002,-0.0068000000000000005,0.0017000000000000001,0.0019,0.004
2007-02-28,0.0038,-0.005333678714859436,0.013300000000000001,-0.0008,-0.0129,-0.0052,-0.0066
2007-03-30,0.0043,0.004182848790322583,0.0014000000000000002,-0.0088,0.0258,0.0055000000000000005,-0.0067
2007-04-30,0.0044,0.0357128376753507,-0.0208,-0.0144,-0.0016,0.0118,0.0101
2007-05-31,0.0040999999999999995,0.03217971142284569,0.0033,-0.0059,-0.0033,0.0147,-0.0126
2007-06-29,0.004,-0.024845886050569137,0.006999999999999999,-0.0105,0.0052,0.0049,0.0006
2007-07-31,0.004,-0.04410066330645161,-0.0305,-0.0368,0.028399999999999998,0.0026,-0.0116
2007-08-31,0.0042,0.0007289579158316585,-0.0033,-0.0187,-0.0003,-0.0127,-0.005699999999999999
2007-09-28,0.0032,0.023776235412835002,-0.024399999999999998,-0.0217,0.0443,-0.0049,-0.0294
2007-10-31,0.0032,0.018648542510121456,-0.0003,-0.0287,0.050300000000000004,-0.0033,0.0006
2007-11-30,0.0034000000000000002,-0.05043516767676768,-0.0291,-0.0109,0.011200000000000002,0.0175,-0.0036
2007-12-31,0.0027,-0.014418852525252528,0.0018,-0.0051,0.06559999999999999,0.009000000000000001,-0.010700000000000001
2008-01-31,0.0021,-0.05615674749498998,-0.0063,0.04,-0.0774,0.0212,0.0206
2008-02-29,0.0013,-0.025390502000000002,-0.0064,-0.0072,0.0613,0.010700000000000001,-0.0097
2008-03-31,0.0017000000000000001,-0.018612030120481925,0.0059,0.0031,0.0425,0.0089,0.004699999999999999
2008-04-30,0.0018,0.05385852505010019,-0.0116,-0.0096,-0.0033,0.0181,-0.0256
2008-05-30,0.0018,0.03357725050100201,0.0304,-0.015,0.0339,0.0092,0.0014000000000000002
2008-06-30,0.0017000000000000001,-0.0854482605210421,0.0116,-0.025099999999999997,0.12710000000000002,0.049800000000000004,-0.0069
2008-07-31,0.0015,-0.01284594388777555,0.0371,0.052000000000000005,-0.050199999999999995,-0.013600000000000001,0.009899999999999999
2008-08-29,0.0013,0.01700390380761523,0.032799999999999996,0.0152,-0.044800000000000006,0.0183,0.0066
2008-09-30,0.0015,-0.11208986868686868,0.0038,0.056600000000000004,0.0086,0.024,0.017
2008-10-31,0.0008,-0.19216929718875503,-0.030600000000000002,-0.0189,0.0787,0.0273,0.0138
2008-11-28,0.0003,-0.07787540524193548,-0.04,-0.0621,0.0728,0.0467,0.0239
2008-12-31,0.0,0.0310683694439497,0.0333,0.0005,-0.0509,0.0003,-0.0152
2009-01-30,0.0,-0.0732897595959596,-0.0209,-0.11019999999999999,-0.0236,0.0,-0.0116
2009-02-27,0.0001,-0.1041528236472946,-0.011699999999999999,-0.066,0.0436,0.0101,-0.0062
2009-03-31,0.0002,0.094494896,0.0059,0.0348,-0.1183,-0.0258,-0.02
2009-04-30,0.0001,0.1305758857715431,0.07139999999999999,0.0538,-0.34340000000000004,0.0134,0.005
2009-05-29,0.0,0.043616772,-0.022400000000000003,0.0040999999999999995,-0.1253,-0.008100000000000001,-0.0199
2009-06-30,0.0001,0.0037782220000000025,0.0227,-0.0276,0.0545,-0.0141,-0.0037
2009-07-31,0.0001,0.083940792,0.0231,0.0489,-0.0554,-0.0026,0.0308
2009-08-31,0.0001,0.037857987999999995,-0.001,0.076,-0.091,-0.0285,0.033
2009-09-30,0.0001,0.045417692,0.027200000000000002,0.0115,-0.0487,0.0115,0.0034000000000000002
2009-10-30,0.0,-0.030360885771543084,-0.048499999999999995,-0.0417,0.024900000000000002,0.042199999999999994,-0.0148
2009-11-30,0.0,0.0535218032128514,-0.0276,-0.0033,0.0039000000000000003,0.009000000000000001,0.0
2009-12-31,0.0001,0.04331908658250902,0.061399999999999996,-0.0011,0.03,0.0070999999999999995,-0.0009
2010-01-29,0.0,-0.03428358953722334,0.004,0.0033,-0.0533,-0.0108,0.0051
2010-02-26,0.0,0.046422595232724344,0.0149,0.0318,0.0369,-0.0029,0.014199999999999999
2010-03-31,0.0001,0.06274528571428571,0.0183,0.0219,0.035699999999999996,-0.0060999999999999995,0.0174
2010-04-30,0.0001,0.02682858835341366,0.0496,0.0296,0.0316,0.0060999999999999995,0.0175
2010-05-28,0.0001,-0.073797372,0.0008,-0.0248,-0.002,0.013000000000000001,-0.0024
2010-06-30,0.0001,-0.05711448192771084,-0.0242,-0.0473,-0.027000000000000003,-0.001,-0.0158
2010-07-30,0.0001,0.06854077464788733,0.0004,-0.005,0.0178,0.0017000000000000001,0.0202
2010-08-31,0.0001,-0.048098340681362727,-0.030600000000000002,-0.0173,0.0004,0.006,-0.016
2010-09-30,0.0001,0.10123152890561524,0.0365,-0.0302,0.0138,-0.0019,0.0038
2010-10-29,0.0001,0.03545310060362173,0.0073,-0.0246,0.0146,0.0128,-0.0038
2010-11-30,0.0001,0.015029545090180358,0.0354,-0.009000000000000001,0.0273,0.0032,0.0179
2010-12-31,0.0001,0.069432188,0.0097,0.0356,-0.03,-0.0342,0.0317
2011-01-31,0.0001,0.020299170000000002,-0.0231,0.0060999999999999995,-0.003,-0.0064,0.008100000000000001
