date,strategy,return_for_plot,wealth,cumulative_return
2021-12-31,Elastic Net,0.019429730623262864,2.146208179668145,1.146208179668145
2022-01-31,Elastic Net,-0.15615827259500212,1.8110600177019034,0.8110600177019034
2022-02-28,Elastic Net,0.06350769440416057,1.9260762638537094,0.9260762638537094
2022-03-31,Elastic Net,0.032767029270296864,1.989188061168228,0.989188061168228
2022-04-29,Elastic Net,-0.11000027779746735,1.7703768218483174,0.7703768218483174
2022-05-31,Elastic Net,0.04095190056645775,1.8428771174218113,0.8428771174218113
2022-06-30,Elastic Net,-0.15500103559371653,1.5572292557494674,0.5572292557494674
2022-07-29,Elastic Net,0.1886760977815713,1.8510411950755774,0.8510411950755774
2022-08-31,Elastic Net,-0.011322478626873586,1.8300828207068716,0.8300828207068716
2022-09-30,Elastic Net,-0.10246099909191604,1.6425707064762936,0.6425707064762936
2022-10-31,Elastic Net,0.019884159907927204,1.675231845063945,0.675231845063945
2022-11-30,Elastic Net,0.06066362065142586,1.7768574742160925,0.7768574742160925
2022-12-30,Elastic Net,-0.12981000754764344,1.546203592077015,0.546203592077015
2023-01-31,Elastic Net,0.10311951141196571,1.7056473510354229,0.7056473510354229
2023-02-28,Elastic Net,-0.024888562845360476,1.6631962397471551,0.6631962397471551
2023-03-31,Elastic Net,-0.03223181351299933,1.609588408712103,0.6095884087121031
2023-04-28,Elastic Net,-0.048048119585563986,1.5322507123667664,0.5322507123667664
2023-05-31,Elastic Net,-0.009082057574565816,1.518334723178382,0.5183347231783819
2023-06-30,Elastic Net,0.06885383368040886,1.6228778896792957,0.6228778896792957
2023-07-31,Elastic Net,0.03367634213851511,1.677530480741167,0.6775304807411671
2023-08-31,Elastic Net,-0.025814421127275437,1.6342260024574737,0.6342260024574737
2023-09-29,Elastic Net,-0.11961760945319508,1.4387437947372594,0.43874379473725944
2023-10-31,Elastic Net,-0.09170675166848709,1.3068012748387128,0.3068012748387128
2023-11-30,Elastic Net,0.15281830786851325,1.5065044343799807,0.5065044343799807
2023-12-29,Elastic Net,0.15768193206565226,1.7440529642584885,0.7440529642584885
2024-01-31,Elastic Net,-0.06419270803563883,1.632097481525153,0.632097481525153
2024-02-29,Elastic Net,0.02541168097244759,1.6735718220416054,0.6735718220416054
2024-03-28,Elastic Net,0.045030131523985835,1.7489329813029755,0.7489329813029755
2024-04-30,Elastic Net,-0.09766983423002937,1.5781149869396827,0.5781149869396827
2024-05-31,Elastic Net,0.04574613839361867,1.650307653533269,0.650307653533269
2024-06-28,Elastic Net,0.039232005344917456,1.7150525322174446,0.7150525322174446
2024-07-31,Elastic Net,0.06336373809399645,1.823724671686316,0.823724671686316
2024-08-30,Elastic Net,0.00656875952230465,1.8357042804895176,0.8357042804895176
2024-09-30,Elastic Net,0.056625813402430385,1.93965252853856,0.93965252853856
2024-10-31,Elastic Net,-0.03243592172875036,1.8767381109419106,0.8767381109419106
2024-11-29,Elastic Net,0.047289023566075304,1.965487223697594,0.965487223697594
1999-12-31,Random Forest,-0.023432569080160295,0.9765674309198397,-0.023432569080160337
2000-01-31,Random Forest,-0.025946605063886397,0.9512288214715084,-0.048771178528491554
2000-02-29,Random Forest,0.10664677411925676,1.0526743067307072,0.052674306730707166
2000-03-31,Random Forest,-0.09206264464181745,0.9557623261065865,-0.04423767389341349
2000-04-28,Random Forest,-0.013723696677404522,0.9426457338474091,-0.05735426615259087
2000-05-31,Random Forest,-0.020652569350050297,0.9231776774565964,-0.0768223225434036
2000-06-30,Random Forest,0.019195284716513078,0.940898335819305,-0.05910166418069496
2000-07-31,Random Forest,-0.036377002713720824,0.9066712745038707,-0.09332872549612925
2000-08-31,Random Forest,0.08133758757290759,0.9804177286936692,-0.019582271306330834
2000-09-29,Random Forest,-0.08390571696740548,0.8981550762400716,-0.10184492375992837
2000-10-31,Random Forest,-0.017453825918734272,0.88247883389135,-0.11752116610865004
2000-11-30,Random Forest,-0.17516992473882043,0.7278950829750002,-0.27210491702499984
2000-12-29,Random Forest,0.043676768903018706,0.7596871882997428,-0.2403128117002572
2001-01-31,Random Forest,0.21209205279033616,0.920810803544754,-0.07918919645524602
2001-02-28,Random Forest,-0.18840689766286575,0.7473236967144363,-0.2526763032855637
2001-03-30,Random Forest,-0.02344577321729506,0.729802114801359,-0.27019788519864096
2001-04-30,Random Forest,0.18761302900842577,0.8667225001359968,-0.13327749986400317
2001-05-31,Random Forest,-0.0034846598886921452,0.863702267005146,-0.13629773299485404
2001-06-29,Random Forest,-0.030700928679977757,0.8371858053050859,-0.1628141946949141
2001-07-31,Random Forest,-0.019325706783389004,0.8210065979085445,-0.17899340209145553
2001-08-31,Random Forest,-0.020354920078225584,0.8042950742244201,-0.19570492577557985
2001-09-28,Random Forest,-0.26591757352300366,0.5904188796901582,-0.40958112030984184
2001-10-31,Random Forest,-0.02539755174149695,0.5754236856440708,-0.42457631435592924
2001-11-30,Random Forest,0.2730011669428931,0.7325150233114825,-0.26748497668851745
2001-12-31,Random Forest,0.006863872570332135,0.7375429130873464,-0.26245708691265357
2002-01-31,Random Forest,-0.005147198078829251,0.7337466336220492,-0.26625336637795083
2002-02-28,Random Forest,-0.04424193464839042,0.701284263008866,-0.29871573699113396
2002-03-28,Random Forest,0.02558843478563638,0.7192290296390614,-0.28077097036093857
2002-04-30,Random Forest,-0.05894571171482835,0.6768335626010216,-0.32316643739897843
2002-05-31,Random Forest,0.00832091785417062,0.6824654390763703,-0.31753456092362975
2002-06-28,Random Forest,-0.03508012822303961,0.6585244639657781,-0.34147553603422187
