date,model,rolling_12m_annual_return
2011-09-30,Random Forest (Step 2 constrained),0.17164440979179973
2011-10-31,Random Forest (Step 2 constrained),0.20647368995643678
2011-11-30,Random Forest (Step 2 constrained),0.09261214622182679
2011-12-30,Random Forest (Step 2 constrained),-0.03798366596510416
2012-01-31,Random Forest (Step 2 constrained),0.0453354064696776
2012-02-29,Random Forest (Step 2 constrained),0.07235815668738521
2012-03-30,Random Forest (Step 2 constrained),0.03932687668423829
2012-04-30,Random Forest (Step 2 constrained),0.0017079316144803514
2012-05-31,Random Forest (Step 2 constrained),-0.1459023357557414
2012-06-29,Random Forest (Step 2 constrained),-0.08314693177452093
2012-07-31,Random Forest (Step 2 constrained),-0.1516111652724127
2012-08-31,Random Forest (Step 2 constrained),-0.052771761799629835
2012-09-28,Random Forest (Step 2 constrained),-0.006953489435691629
2012-10-31,Random Forest (Step 2 constrained),-0.07146442703360556
2012-11-30,Random Forest (Step 2 constrained),-0.04554101764235552
2012-12-31,Random Forest (Step 2 constrained),0.04284064972593282
2013-01-31,Random Forest (Step 2 constrained),0.05540525913352856
2013-02-28,Random Forest (Step 2 constrained),0.019403032634552453
2013-03-28,Random Forest (Step 2 constrained),0.08118395370383391
2013-04-30,Random Forest (Step 2 constrained),0.12535617366123875
2013-05-31,Random Forest (Step 2 constrained),0.31983504243150795
2013-06-28,Random Forest (Step 2 constrained),0.27096505329648624
2013-07-31,Random Forest (Step 2 constrained),0.4001740141600232
2013-08-30,Random Forest (Step 2 constrained),0.3020105016654575
2013-09-30,Random Forest (Step 2 constrained),0.3429688411882852
2013-10-31,Random Forest (Step 2 constrained),0.3864145942517878
2013-11-29,Random Forest (Step 2 constrained),0.4564457579448973
2013-12-31,Random Forest (Step 2 constrained),0.43017679380004203
2014-01-31,Random Forest (Step 2 constrained),0.26794566220308735
2014-02-28,Random Forest (Step 2 constrained),0.2961663869485487
2014-03-31,Random Forest (Step 2 constrained),0.24537448993750743
2014-04-30,Random Forest (Step 2 constrained),0.19569680172043058
2014-05-30,Random Forest (Step 2 constrained),0.21432694626611393
2014-06-30,Random Forest (Step 2 constrained),0.23292564645349056
2014-07-31,Random Forest (Step 2 constrained),0.14340837766672876
2014-08-29,Random Forest (Step 2 constrained),0.200390526549024
2014-09-30,Random Forest (Step 2 constrained),0.09147302154253367
2014-10-31,Random Forest (Step 2 constrained),0.11432820299215352
2014-11-28,Random Forest (Step 2 constrained),0.1129007008042835
2014-12-31,Random Forest (Step 2 constrained),0.12474873927456587
2015-01-30,Random Forest (Step 2 constrained),0.14451922341656553
2015-02-27,Random Forest (Step 2 constrained),0.13183238810433062
2015-03-31,Random Forest (Step 2 constrained),0.13788729706047143
2015-04-30,Random Forest (Step 2 constrained),0.18418222302364073
2015-05-29,Random Forest (Step 2 constrained),0.08571167781655809
2015-06-30,Random Forest (Step 2 constrained),0.052574789013765555
2015-07-31,Random Forest (Step 2 constrained),0.12941976538120814
2015-08-31,Random Forest (Step 2 constrained),0.011360023046225187
2015-09-30,Random Forest (Step 2 constrained),0.039512636790764555
2015-10-30,Random Forest (Step 2 constrained),0.04381958496970939
2015-11-30,Random Forest (Step 2 constrained),0.004007966630778403
2015-12-31,Random Forest (Step 2 constrained),-0.008358084440313274
2016-01-29,Random Forest (Step 2 constrained),-0.05886260742018956
2016-02-29,Random Forest (Step 2 constrained),-0.05659225278006952
2016-03-31,Random Forest (Step 2 constrained),0.04665358564171407
2016-04-29,Random Forest (Step 2 constrained),0.18881013901408905
2016-05-31,Random Forest (Step 2 constrained),0.2367101513046539
2016-06-30,Random Forest (Step 2 constrained),0.22944940390931867
2016-07-29,Random Forest (Step 2 constrained),0.23229948968970326
2016-08-31,Random Forest (Step 2 constrained),0.3237917448129244
2016-09-30,Random Forest (Step 2 constrained),0.3548810370259492
2016-10-31,Random Forest (Step 2 constrained),0.2559584780583788
2016-11-30,Random Forest (Step 2 constrained),0.3920699499031495
2016-12-30,Random Forest (Step 2 constrained),0.4010870184573081
2017-01-31,Random Forest (Step 2 constrained),0.4790448833602614
2017-02-28,Random Forest (Step 2 constrained),0.4342932239956403
2017-03-31,Random Forest (Step 2 constrained),0.2774947428996515
2017-04-28,Random Forest (Step 2 constrained),0.10727205773867787
2017-05-31,Random Forest (Step 2 constrained),0.09217015382087324
2017-06-30,Random Forest (Step 2 constrained),0.1390032151195204
2017-07-31,Random Forest (Step 2 constrained),0.10172452952547717
2017-08-31,Random Forest (Step 2 constrained),0.1129373519717769
2017-09-29,Random Forest (Step 2 constrained),0.0931023032065077
2017-10-31,Random Forest (Step 2 constrained),0.1575885563069619
2017-11-30,Random Forest (Step 2 constrained),0.09417270683657075
2017-12-29,Random Forest (Step 2 constrained),0.06114446900391246
2018-01-31,Random Forest (Step 2 constrained),0.12112509700097762
2018-02-28,Random Forest (Step 2 constrained),0.06746476710071536
2018-03-29,Random Forest (Step 2 constrained),0.06885318634354332
2018-04-30,Random Forest (Step 2 constrained),0.054883723661637296
2018-05-31,Random Forest (Step 2 constrained),0.10955587593306682
2018-06-29,Random Forest (Step 2 constrained),0.11291365185951552
2018-07-31,Random Forest (Step 2 constrained),0.12771730934479142
2018-08-31,Random Forest (Step 2 constrained),0.14697115272067873
2018-09-28,Random Forest (Step 2 constrained),0.17654764852354132
2018-10-31,Random Forest (Step 2 constrained),0.040619657007524124
2018-11-30,Random Forest (Step 2 constrained),0.07833487910017944
2018-12-31,Random Forest (Step 2 constrained),-0.03982220912408718
2019-01-31,Random Forest (Step 2 constrained),0.011228594419030902
2019-02-28,Random Forest (Step 2 constrained),0.09134751798053031
2019-03-29,Random Forest (Step 2 constrained),0.12464999964264001
2019-04-30,Random Forest (Step 2 constrained),0.23041113107318667
2019-05-31,Random Forest (Step 2 constrained),0.12525344174777464
2019-06-28,Random Forest (Step 2 constrained),0.15043810473357921
2019-07-31,Random Forest (Step 2 constrained),0.134200973081134
2019-08-30,Random Forest (Step 2 constrained),-0.01312800777725942
2019-09-30,Random Forest (Step 2 constrained),0.00069533606399097
2019-10-31,Random Forest (Step 2 constrained),0.0774713024328435
2019-11-29,Random Forest (Step 2 constrained),0.02080017511140153
2019-12-31,Random Forest (Step 2 constrained),0.21279884799139093
2020-01-31,Random Forest (Step 2 constrained),0.1154686127044382
2020-02-28,Random Forest (Step 2 constrained),-0.03545162741077945
2020-03-31,Random Forest (Step 2 constrained),-0.2621229607961565
2020-04-30,Random Forest (Step 2 constrained),-0.2646975805952174
2020-05-29,Random Forest (Step 2 constrained),-0.2010668475002928
2020-06-30,Random Forest (Step 2 constrained),-0.17900699517301755
2020-07-31,Random Forest (Step 2 constrained),-0.1652511420468653
2020-08-31,Random Forest (Step 2 constrained),-0.07291154901256991
2020-09-30,Random Forest (Step 2 constrained),-0.1161783708357308
2020-10-30,Random Forest (Step 2 constrained),-0.07934276238239313
2020-11-30,Random Forest (Step 2 constrained),0.013521214981988994
2020-12-31,Random Forest (Step 2 constrained),0.020649160152583335
2021-01-29,Random Forest (Step 2 constrained),0.15337724082981552
2021-02-26,Random Forest (Step 2 constrained),0.18257515111617528
2021-03-31,Random Forest (Step 2 constrained),0.5923059342236383
2021-04-30,Random Forest (Step 2 constrained),0.5191046717468457
2021-05-28,Random Forest (Step 2 constrained),0.5364478330561369
2021-06-30,Random Forest (Step 2 constrained),0.4675511716868488
2021-07-30,Random Forest (Step 2 constrained),0.45676630484412284
2021-08-31,Random Forest (Step 2 constrained),0.554658886239372
2021-09-30,Random Forest (Step 2 constrained),0.5250143117029211
2021-10-29,Random Forest (Step 2 constrained),0.5819077985124499
2021-11-30,Random Forest (Step 2 constrained),0.3717284652994144
2021-12-31,Random Forest (Step 2 constrained),0.40247929176685115
2022-01-31,Random Forest (Step 2 constrained),0.06530278876223061
2022-02-28,Random Forest (Step 2 constrained),0.18069485442603006
2022-03-31,Random Forest (Step 2 constrained),0.22737276538736917
2022-04-29,Random Forest (Step 2 constrained),0.08787387852870698
2022-05-31,Random Forest (Step 2 constrained),0.06873341332279437
2022-06-30,Random Forest (Step 2 constrained),-0.03309493192629154
2022-07-29,Random Forest (Step 2 constrained),0.05520726075045235
2022-08-31,Random Forest (Step 2 constrained),0.009919078196411135
2022-09-30,Random Forest (Step 2 constrained),-0.027331037559916727
2022-10-31,Random Forest (Step 2 constrained),-0.04356167279506318
2022-11-30,Random Forest (Step 2 constrained),0.05158931480872919
2022-12-30,Random Forest (Step 2 constrained),-0.06041959032962474
2023-01-31,Random Forest (Step 2 constrained),0.1125542638628112
2023-02-28,Random Forest (Step 2 constrained),0.03948830809565296
2023-03-31,Random Forest (Step 2 constrained),-0.05099362106715277
2023-04-28,Random Forest (Step 2 constrained),0.04462107962207296
2023-05-31,Random Forest (Step 2 constrained),-0.036639588594593264
2023-06-30,Random Forest (Step 2 constrained),0.11124463286710506
2023-07-31,Random Forest (Step 2 constrained),0.02292787017057396
2023-08-31,Random Forest (Step 2 constrained),-0.004943655912915124
2023-09-29,Random Forest (Step 2 constrained),-0.02328251695056449
2023-10-31,Random Forest (Step 2 constrained),-0.0846885311116885
2023-11-30,Random Forest (Step 2 constrained),-0.03209371048655685
2023-12-29,Random Forest (Step 2 constrained),0.09612447222995768
2024-01-31,Random Forest (Step 2 constrained),0.008735720866526187
2024-02-29,Random Forest (Step 2 constrained),0.12932480714176187
2024-03-28,Random Forest (Step 2 constrained),0.16161795814026014
2024-04-30,Random Forest (Step 2 constrained),0.04622633881022531
2024-05-31,Random Forest (Step 2 constrained),0.15039529324966616
2024-06-28,Random Forest (Step 2 constrained),0.06665859528736973
2024-07-31,Random Forest (Step 2 constrained),0.12853492288421653
2024-08-30,Random Forest (Step 2 constrained),0.13926635891203043
2024-09-30,Random Forest (Step 2 constrained),0.28435134347367397
2024-10-31,Random Forest (Step 2 constrained),0.31838134169862187
2024-11-29,Random Forest (Step 2 constrained),0.18565892153492491
1999-12-31,Torch (gamma 0.10),
2000-01-31,Torch (gamma 0.10),
2000-02-29,Torch (gamma 0.10),
2000-03-31,Torch (gamma 0.10),
2000-04-28,Torch (gamma 0.10),
2000-05-31,Torch (gamma 0.10),
2000-06-30,Torch (gamma 0.10),
2000-07-31,Torch (gamma 0.10),
2000-08-31,Torch (gamma 0.10),
2000-09-29,Torch (gamma 0.10),
2000-10-31,Torch (gamma 0.10),
2000-11-30,Torch (gamma 0.10),-0.21620538484103669
2000-12-29,Torch (gamma 0.10),-0.27829726822597045
2001-01-31,Torch (gamma 0.10),-0.32844666414980417
2001-02-28,Torch (gamma 0.10),-0.5070787417133578
2001-03-30,Torch (gamma 0.10),-0.5023417771469534
2001-04-30,Torch (gamma 0.10),-0.4262884031625189
2001-05-31,Torch (gamma 0.10),-0.30667397617613845
2001-06-29,Torch (gamma 0.10),-0.3618016923274795
2001-07-31,Torch (gamma 0.10),-0.2896745094043417
2001-08-31,Torch (gamma 0.10),-0.4467439646351766
2001-09-28,Torch (gamma 0.10),-0.41435970600808536
2001-10-31,Torch (gamma 0.10),-0.3337229980274894
2001-11-30,Torch (gamma 0.10),-0.04920168019370763
2001-12-31,Torch (gamma 0.10),-0.09255438967421525
2002-01-31,Torch (gamma 0.10),-0.03449272434152484
2002-02-28,Torch (gamma 0.10),-0.06255611076686751
2002-03-28,Torch (gamma 0.10),-0.008226440414456415
2002-04-30,Torch (gamma 0.10),-0.04112667791430069
2002-05-31,Torch (gamma 0.10),-0.06855006741078018
2002-06-28,Torch (gamma 0.10),-0.11765836792599249
2002-07-31,Torch (gamma 0.10),-0.18177571152618344
2002-08-30,Torch (gamma 0.10),-0.1483154892538866
2002-09-30,Torch (gamma 0.10),-0.15381081085712778
2002-10-31,Torch (gamma 0.10),-0.10922078739992114
2002-11-29,Torch (gamma 0.10),-0.2058843945793376
2002-12-31,Torch (gamma 0.10),-0.20033641124593704
2003-01-31,Torch (gamma 0.10),-0.19292156545981776
2003-02-28,Torch (gamma 0.10),-0.12484159762938751
2003-03-31,Torch (gamma 0.10),-0.14822340777156584
2003-04-30,Torch (gamma 0.10),-0.12755859550030357
2003-05-30,Torch (gamma 0.10),-0.05828658733865577
2003-06-30,Torch (gamma 0.10),0.006017283284613484
2003-07-31,Torch (gamma 0.10),0.0990095351914364
2003-08-29,Torch (gamma 0.10),0.10607919700048307
2003-09-30,Torch (gamma 0.10),0.14407059275117873
2003-10-31,Torch (gamma 0.10),0.1825033885481453
2003-11-28,Torch (gamma 0.10),0.2578387111122251
2003-12-31,Torch (gamma 0.10),0.2871614268020506
2004-01-30,Torch (gamma 0.10),0.3292441126920891
2004-02-27,Torch (gamma 0.10),0.3387147382879325
2004-03-31,Torch (gamma 0.10),0.3425227855162347
2004-04-30,Torch (gamma 0.10),0.21757378023068474
2004-05-28,Torch (gamma 0.10),0.1565837189467445
2004-06-30,Torch (gamma 0.10),0.16501106235042373
2004-07-30,Torch (gamma 0.10),0.0987000268103373
2004-08-31,Torch (gamma 0.10),0.07213897528445057
2004-09-30,Torch (gamma 0.10),0.12127763518742563
2004-10-29,Torch (gamma 0.10),0.11479563353211475
2004-11-30,Torch (gamma 0.10),0.16317833222043654
2004-12-31,Torch (gamma 0.10),0.14416466299851294
2005-01-31,Torch (gamma 0.10),0.10798722782735837
2005-02-28,Torch (gamma 0.10),0.17053037246964253
2005-03-31,Torch (gamma 0.10),0.18400936965832004
2005-04-29,Torch (gamma 0.10),0.2096589600785348
2005-05-31,Torch (gamma 0.10),0.20906139295074655
2005-06-30,Torch (gamma 0.10),0.21302760926676
2005-07-29,Torch (gamma 0.10),0.3052294537852205
2005-08-31,Torch (gamma 0.10),0.29830501777859686
2005-09-30,Torch (gamma 0.10),0.28179117539967913
2005-10-31,Torch (gamma 0.10),0.16346542141583775
2005-11-30,Torch (gamma 0.10),0.12800893557630166
2005-12-30,Torch (gamma 0.10),0.14492581093654966
2006-01-31,Torch (gamma 0.10),0.23324038356262
2006-02-28,Torch (gamma 0.10),0.1402534279227523
2006-03-31,Torch (gamma 0.10),0.12063720696396696
2006-04-28,Torch (gamma 0.10),0.13234561363513664
2006-05-31,Torch (gamma 0.10),0.0553601037154563
2006-06-30,Torch (gamma 0.10),0.017607416577429813
2006-07-31,Torch (gamma 0.10),-0.06753322890565139
2006-08-31,Torch (gamma 0.10),-0.09527032855832629
2006-09-29,Torch (gamma 0.10),-0.10224259636512534
2006-10-31,Torch (gamma 0.10),-0.012777083134738576
2006-11-30,Torch (gamma 0.10),-0.029874337457312383
2006-12-29,Torch (gamma 0.10),-0.04227298679630098
2007-01-31,Torch (gamma 0.10),-0.1001624594909295
2007-02-28,Torch (gamma 0.10),-0.08225999461843991
2007-03-30,Torch (gamma 0.10),-0.05141310612245564
2007-04-30,Torch (gamma 0.10),0.018413474213169412
2007-05-31,Torch (gamma 0.10),0.08445283947788318
2007-06-29,Torch (gamma 0.10),0.046017712327802496
2007-07-31,Torch (gamma 0.10),0.05878726363124476
2007-08-31,Torch (gamma 0.10),0.09917321868886719
2007-09-28,Torch (gamma 0.10),0.1385680247649541
2007-10-31,Torch (gamma 0.10),0.16712892116413425
2007-11-30,Torch (gamma 0.10),0.102527469513507
2007-12-31,Torch (gamma 0.10),0.1456915605771587
2008-01-31,Torch (gamma 0.10),0.015154711262333143
2008-02-29,Torch (gamma 0.10),0.016046802737176957
2008-03-31,Torch (gamma 0.10),-0.005087726439215956
2008-04-30,Torch (gamma 0.10),0.029683774914740058
2008-05-30,Torch (gamma 0.10),0.06942655900066508
2008-06-30,Torch (gamma 0.10),0.09918268593251156
2008-07-31,Torch (gamma 0.10),0.02562284034811224
2008-08-29,Torch (gamma 0.10),-0.007035593572993326
2008-09-30,Torch (gamma 0.10),-0.19326811394559895
2008-10-31,Torch (gamma 0.10),-0.34559782260990823
2008-11-28,Torch (gamma 0.10),-0.3714637102125362
2008-12-31,Torch (gamma 0.10),-0.393865481752118
2009-01-30,Torch (gamma 0.10),-0.3742098476663779
2009-02-27,Torch (gamma 0.10),-0.42242874501415273
2009-03-31,Torch (gamma 0.10),-0.39750514037474005
2009-04-30,Torch (gamma 0.10),-0.4467306220243036
2009-05-29,Torch (gamma 0.10),-0.40067099897277536
2009-06-30,Torch (gamma 0.10),-0.3712151490962078
2009-07-31,Torch (gamma 0.10),-0.23582731384427003
2009-08-31,Torch (gamma 0.10),-0.18285679907132324
2009-09-30,Torch (gamma 0.10),-0.03269190948263834
2009-10-30,Torch (gamma 0.10),0.07963657143528224
2009-11-30,Torch (gamma 0.10),0.23915253928680036
2009-12-31,Torch (gamma 0.10),0.292659778159595
2010-01-29,Torch (gamma 0.10),0.3079864554246472
2010-02-26,Torch (gamma 0.10),0.49786061109631397
2010-03-31,Torch (gamma 0.10),0.501023756320758
2010-04-30,Torch (gamma 0.10),0.5813400241466768
2010-05-28,Torch (gamma 0.10),0.3078147471687438
2010-06-30,Torch (gamma 0.10),0.21337361309656533
2010-07-30,Torch (gamma 0.10),0.19344637345608562
2010-08-31,Torch (gamma 0.10),0.10409878506492953
2010-09-30,Torch (gamma 0.10),0.1917117850107335
2010-10-29,Torch (gamma 0.10),0.2799403931782296
2010-11-30,Torch (gamma 0.10),0.24449913323674854
2010-12-31,Torch (gamma 0.10),0.24656375991999346
2011-01-31,Torch (gamma 0.10),0.32442192364428846
2011-02-28,Torch (gamma 0.10),0.3149862180070926
2011-03-31,Torch (gamma 0.10),0.25999842954465135
2011-04-29,Torch (gamma 0.10),0.25329065649989824
2011-05-31,Torch (gamma 0.10),0.3311296316219017
2011-06-30,Torch (gamma 0.10),0.376421318112258
2011-07-29,Torch (gamma 0.10),0.23313539550686357
2011-08-31,Torch (gamma 0.10),0.2247471884337855
2011-09-30,Torch (gamma 0.10),-0.022806498634672323
2011-10-31,Torch (gamma 0.10),0.13715703455274775
2011-11-30,Torch (gamma 0.10),0.1019859151688216
2011-12-30,Torch (gamma 0.10),0.008783907748744824
2012-01-31,Torch (gamma 0.10),0.09966651589421671
2012-02-29,Torch (gamma 0.10),0.10060073214154985
2012-03-30,Torch (gamma 0.10),0.08406818883608369
2012-04-30,Torch (gamma 0.10),0.06682332415594949
2012-05-31,Torch (gamma 0.10),-0.012919798304813934
2012-06-29,Torch (gamma 0.10),0.01829163423736646
2012-07-31,Torch (gamma 0.10),0.07118482745806265
2012-08-31,Torch (gamma 0.10),0.17681167699560918
2012-09-28,Torch (gamma 0.10),0.34685279982184847
2012-10-31,Torch (gamma 0.10),0.10072686733111014
2012-11-30,Torch (gamma 0.10),0.14367552648672488
2012-12-31,Torch (gamma 0.10),0.19091030404142506
2013-01-31,Torch (gamma 0.10),0.18560861211346524
2013-02-28,Torch (gamma 0.10),0.13754025848027074
2013-03-28,Torch (gamma 0.10),0.19421645398953546
2013-04-30,Torch (gamma 0.10),0.22073714923717058
2013-05-31,Torch (gamma 0.10),0.36484192152838
2013-06-28,Torch (gamma 0.10),0.27960784872821787
2013-07-31,Torch (gamma 0.10),0.36614627075025363
2013-08-30,Torch (gamma 0.10),0.3079731142963509
2013-09-30,Torch (gamma 0.10),0.39145054183085626
2013-10-31,Torch (gamma 0.10),0.4822422808422595
2013-11-29,Torch (gamma 0.10),0.47333793070476715
2013-12-31,Torch (gamma 0.10),0.5143188271086419
2014-01-31,Torch (gamma 0.10),0.3647321313124565
2014-02-28,Torch (gamma 0.10),0.4429865452065871
2014-03-31,Torch (gamma 0.10),0.37641005697090213
2014-04-30,Torch (gamma 0.10),0.3225008829868383
2014-05-30,Torch (gamma 0.10),0.31809844349787975
2014-06-30,Torch (gamma 0.10),0.42074702575448764
2014-07-31,Torch (gamma 0.10),0.3036104275929863
2014-08-29,Torch (gamma 0.10),0.3547212547206289
2014-09-30,Torch (gamma 0.10),0.2122660702960002
2014-10-31,Torch (gamma 0.10),0.18493071961059226
2014-11-28,Torch (gamma 0.10),0.18683530582219454
2014-12-31,Torch (gamma 0.10),0.12182049326309574
2015-01-30,Torch (gamma 0.10),0.13488220976649523
2015-02-27,Torch (gamma 0.10),0.12827546218193997
2015-03-31,Torch (gamma 0.10),0.09996520522529506
2015-04-30,Torch (gamma 0.10),0.11838674691755902
2015-05-29,Torch (gamma 0.10),0.10169763407690913
2015-06-30,Torch (gamma 0.10),0.022380996949339815
2015-07-31,Torch (gamma 0.10),0.07691478605548752
2015-08-31,Torch (gamma 0.10),-0.019138056611699095
2015-09-30,Torch (gamma 0.10),-0.020365465152724416
2015-10-30,Torch (gamma 0.10),0.03691088582731239
2015-11-30,Torch (gamma 0.10),0.012412884041433925
2015-12-31,Torch (gamma 0.10),0.04147757087697701
2016-01-29,Torch (gamma 0.10),-0.0005591707639079901
2016-02-29,Torch (gamma 0.10),-0.04702753794416148
2016-03-31,Torch (gamma 0.10),0.061204296927599655
2016-04-29,Torch (gamma 0.10),0.06142541864407658
2016-05-31,Torch (gamma 0.10),0.07713769168830265
2016-06-30,Torch (gamma 0.10),0.13292877834359063
2016-07-29,Torch (gamma 0.10),0.12980511036278553
2016-08-31,Torch (gamma 0.10),0.2022443419043094
2016-09-30,Torch (gamma 0.10),0.2475083452312914
2016-10-31,Torch (gamma 0.10),0.13626180349964523
2016-11-30,Torch (gamma 0.10),0.1687207430429707
2016-12-30,Torch (gamma 0.10),0.17649871383896265
2017-01-31,Torch (gamma 0.10),0.25842360483186244
2017-02-28,Torch (gamma 0.10),0.2696757860543695
2017-03-31,Torch (gamma 0.10),0.1808038379102972
2017-04-28,Torch (gamma 0.10),0.16337982749503643
2017-05-31,Torch (gamma 0.10),0.14440241368691997
2017-06-30,Torch (gamma 0.10),0.1525298904145802
2017-07-31,Torch (gamma 0.10),0.12958159418943938
2017-08-31,Torch (gamma 0.10),0.10016947566566792
2017-09-29,Torch (gamma 0.10),0.15054380693618596
2017-10-31,Torch (gamma 0.10),0.17744637246235628
2017-11-30,Torch (gamma 0.10),0.1871808735113023
2017-12-29,Torch (gamma 0.10),0.152483661106398
2018-01-31,Torch (gamma 0.10),0.2097625012348956
2018-02-28,Torch (gamma 0.10),0.1690078186372137
2018-03-29,Torch (gamma 0.10),0.15597238424964632
2018-04-30,Torch (gamma 0.10),0.17481807484520928
2018-05-31,Torch (gamma 0.10),0.17127871098642267
2018-06-29,Torch (gamma 0.10),0.13516601153172814
2018-07-31,Torch (gamma 0.10),0.1369182064445733
2018-08-31,Torch (gamma 0.10),0.194408170814671
2018-09-28,Torch (gamma 0.10),0.15659114229302684
2018-10-31,Torch (gamma 0.10),0.05117953966320754
2018-11-30,Torch (gamma 0.10),0.06288115129233307
2018-12-31,Torch (gamma 0.10),-0.04087181454549549
2019-01-31,Torch (gamma 0.10),0.009383831301715384
2019-02-28,Torch (gamma 0.10),0.07848105598239719
2019-03-29,Torch (gamma 0.10),0.10378271958779628
2019-04-30,Torch (gamma 0.10),0.10756474800655447
2019-05-31,Torch (gamma 0.10),0.02251718436061334
2019-06-28,Torch (gamma 0.10),0.1372962720599178
2019-07-31,Torch (gamma 0.10),0.1432864064373094
2019-08-30,Torch (gamma 0.10),0.06627051289226493
2019-09-30,Torch (gamma 0.10),0.024600910804373655
2019-10-31,Torch (gamma 0.10),0.12501703571023137
2019-11-29,Torch (gamma 0.10),0.10068051459467742
2019-12-31,Torch (gamma 0.10),0.31103929021382637
2020-01-31,Torch (gamma 0.10),0.14300633808607044
2020-02-28,Torch (gamma 0.10),-0.033538207296124445
2020-03-31,Torch (gamma 0.10),-0.26742841278778684
2020-04-30,Torch (gamma 0.10),-0.1598864480356159
2020-05-29,Torch (gamma 0.10),-0.13701118730703077
2020-06-30,Torch (gamma 0.10),-0.19976727849325926
2020-07-31,Torch (gamma 0.10),-0.11764390414368098
2020-08-31,Torch (gamma 0.10),-0.0041440876405132165
2020-09-30,Torch (gamma 0.10),0.0026901016562392854
2020-10-30,Torch (gamma 0.10),-0.07817031345462966
2020-11-30,Torch (gamma 0.10),0.014016718365055914
2020-12-31,Torch (gamma 0.10),0.028296291789611683
2021-01-29,Torch (gamma 0.10),0.2151949985500472
2021-02-26,Torch (gamma 0.10),0.2914886718003582
2021-03-31,Torch (gamma 0.10),0.5930528860648157
2021-04-30,Torch (gamma 0.10),0.36651733487342275
2021-05-28,Torch (gamma 0.10),0.5284556859792029
2021-06-30,Torch (gamma 0.10),0.4776987802771724
2021-07-30,Torch (gamma 0.10),0.25689106341443635
2021-08-31,Torch (gamma 0.10),0.16838571946448777
2021-09-30,Torch (gamma 0.10),0.17615418726170162
2021-10-29,Torch (gamma 0.10),0.4179375817745996
2021-11-30,Torch (gamma 0.10),0.231042425115896
2021-12-31,Torch (gamma 0.10),0.15223724017995477
2022-01-31,Torch (gamma 0.10),-0.03038337619865228
2022-02-28,Torch (gamma 0.10),0.023766345707393777
2022-03-31,Torch (gamma 0.10),0.13843563639039025
2022-04-29,Torch (gamma 0.10),0.0703702738968468
2022-05-31,Torch (gamma 0.10),0.12183387466719786
2022-06-30,Torch (gamma 0.10),-0.07559931961444266
2022-07-29,Torch (gamma 0.10),0.06170109281121716
2022-08-31,Torch (gamma 0.10),0.06879146501605238
2022-09-30,Torch (gamma 0.10),-0.019904548420476287
2022-10-31,Torch (gamma 0.10),0.025900932440534374
2022-11-30,Torch (gamma 0.10),0.05995583444247998
2022-12-30,Torch (gamma 0.10),-0.01629116857811852
2023-01-31,Torch (gamma 0.10),0.053379084678749855
2023-02-28,Torch (gamma 0.10),-0.004322178850377223
2023-03-31,Torch (gamma 0.10),-0.05244146762158719
2023-04-28,Torch (gamma 0.10),0.008892404417342625
2023-05-31,Torch (gamma 0.10),-0.04119260415973869
2023-06-30,Torch (gamma 0.10),0.2605804218880625
2023-07-31,Torch (gamma 0.10),0.19068599486201188
2023-08-31,Torch (gamma 0.10),0.14587196839165206
2023-09-29,Torch (gamma 0.10),0.1995829153162445
2023-10-31,Torch (gamma 0.10),-0.017908116761016668
2023-11-30,Torch (gamma 0.10),0.07767444525647327
2023-12-29,Torch (gamma 0.10),0.2176905661060864
2024-01-31,Torch (gamma 0.10),0.22422152907753623
2024-02-29,Torch (gamma 0.10),0.4292541945761297
2024-03-28,Torch (gamma 0.10),0.46551511307623716
2024-04-30,Torch (gamma 0.10),0.3646067899191918
2024-05-31,Torch (gamma 0.10),0.37208220918418955
2024-06-28,Torch (gamma 0.10),0.31029856883632556
2024-07-31,Torch (gamma 0.10),0.22201479072749808
2024-08-30,Torch (gamma 0.10),0.2830636953647152
2024-09-30,Torch (gamma 0.10),0.4076132666685732
2024-10-31,Torch (gamma 0.10),0.5079796194446426
2024-11-29,Torch (gamma 0.10),0.47046982248355484
1999-12-31,Torch (gamma 5.0),
2000-01-31,Torch (gamma 5.0),
2000-02-29,Torch (gamma 5.0),
2000-03-31,Torch (gamma 5.0),
2000-04-28,Torch (gamma 5.0),
2000-05-31,Torch (gamma 5.0),
2000-06-30,Torch (gamma 5.0),
2000-07-31,Torch (gamma 5.0),
2000-08-31,Torch (gamma 5.0),
2000-09-29,Torch (gamma 5.0),
2000-10-31,Torch (gamma 5.0),
2000-11-30,Torch (gamma 5.0),-0.00208915039685309
2000-12-29,Torch (gamma 5.0),-0.006786372862885304
2001-01-31,Torch (gamma 5.0),0.15851275334938797
2001-02-28,Torch (gamma 5.0),0.019901637274430506
2001-03-30,Torch (gamma 5.0),-0.0074687661065943045
2001-04-30,Torch (gamma 5.0),0.14390485374696826
2001-05-31,Torch (gamma 5.0),0.31704478754217025
2001-06-29,Torch (gamma 5.0),0.17537565646358244
2001-07-31,Torch (gamma 5.0),0.23332432559309724
2001-08-31,Torch (gamma 5.0),0.04949782944732828
2001-09-28,Torch (gamma 5.0),0.042443866072345404
2001-10-31,Torch (gamma 5.0),0.10183888807133035
2001-11-30,Torch (gamma 5.0),0.39770814418809897
2001-12-31,Torch (gamma 5.0),0.3822404749135364
2002-01-31,Torch (gamma 5.0),0.232371538724514
