cost_convention,cost_bps,avg_turnover,n_periods,periods_per_year,mean_period_return,std_period_return,annual_return,annual_volatility,sharpe,max_drawdown,cumulative_return,experiment,pipeline,model_type,gamma
one_way,0.0,0.4958630502223968,300.0,12.0,0.0087934238836169,0.0627642944455146,0.0850133895874023,0.217421893761689,0.4030506416661862,-0.610846757888794,6.689141750335693,macroext_onestep_torch_supervisor_v1,onestep,torch_linear_policy,0.1
one_way,0.0,0.5119360089302063,300.0,12.0,0.0088659143075346,0.064051367342472,0.0847632884979248,0.2218804450628391,0.3990098064017581,-0.6805031299591064,6.6449480056762695,macroext_onestep_torch_supervisor_ra050_v1,onestep,torch_linear_policy,0.5
one_way,0.0,0.531181812286377,300.0,12.0,0.0088154375553131,0.0646876692771911,0.0836739540100097,0.2240846596226147,0.392380629513693,-0.6751667857170105,6.455309867858887,macroext_onestep_torch_supervisor_ra100_v1,onestep,torch_linear_policy,1.0
one_way,0.0,0.534894585609436,300.0,12.0,0.0099127078428864,0.0630097910761833,0.099361777305603,0.2182723190364991,0.4629737983620903,-0.5879757404327393,9.678645133972168,macroext_onestep_torch_supervisor_ra200_v1,onestep,torch_linear_policy,2.0
one_way,0.0,0.5316480398178101,300.0,12.0,0.0114426156505942,0.0599237196147441,0.1219568252563476,0.2075818539024972,0.5755585249338004,-0.5789995193481445,16.758394241333008,macroext_onestep_torch_supervisor_ra300_v1,onestep,torch_linear_policy,3.0
one_way,0.0,0.5338844060897827,300.0,12.0,0.0121668949723243,0.0558089017868042,0.1348301172256469,0.1933277068187327,0.6630598056560957,-0.5657714009284973,22.619535446166992,macroext_onestep_torch_supervisor_ra500_v1,onestep,torch_linear_policy,5.0
