date,Elastic Net (two-step),Random Forest (two-step),"Torch (one-step, v2)",EW benchmark
2006-11-30,0.5068141091285046,0.28309202185753746,0.17091278544978028,0.9555326505428967
2006-12-29,0.5055210781150223,0.27633433735258306,0.18420355381013742,0.9664739687857704
2007-01-31,0.5549767388579419,0.315697035316967,0.2008225288496095,1.0147111764170513
2007-02-28,0.5525540533645821,0.3186320600422001,0.18603419215547023,1.0116212567691911
2007-03-30,0.5642306222912776,0.35640438304554256,0.22156225482769654,1.028685535713763
2007-04-30,0.6505036553408741,0.4019646221859372,0.26215601540502753,1.1100618693021813
2007-05-31,0.7056339805390583,0.45769022671533577,0.2772818020082497,1.1866143050048148
2007-06-29,0.6808922928327796,0.41610169982276446,0.22561589421803685,1.14103239236614
2007-07-31,0.6130563853552298,0.3556980841170674,0.17565573960589975,1.0551755732716588
2007-08-31,0.5889986040336805,0.30202262155531634,0.18346403360780594,1.0653054471819599
2007-09-28,0.642112665943368,0.3480966849108189,0.2578128236562156,1.1210196131245507
2007-10-31,0.7004930889554899,0.3567991442311085,0.34001087674702446,1.1673608003067035
2007-11-30,0.6409710069943058,0.19016831538669576,0.27675404087302513,1.0654186216482247
2007-12-31,0.5997551735712847,0.09856203171735345,0.31378493409028185,1.041214285418219
2008-01-31,0.5325113257899075,0.12884940935143407,0.15642818663764446,0.9308728802081998
2008-02-29,0.47054205416550987,0.08138025314674957,0.149707444802895,0.8843571832257986
2008-03-31,0.4818566748298203,-0.019808822661204428,0.18500930790934667,0.8524888777853374
2008-04-30,0.5515256220414311,0.04838213736288144,0.2795174250234411,0.9555956763945848
2008-05-30,0.589415302602152,0.07000803571907999,0.3458730673100636,1.0247792745170723
2008-06-30,0.4481735011517143,-0.06411423969730079,0.26782265930575466,0.8552075323372099
2008-07-31,0.44763306644473344,-0.05428459335742286,0.1479265965714629,0.8341584517751335
2008-08-29,0.45876108091355805,-0.06260991908524172,0.12739499646722985,0.8677307116443498
2008-09-30,0.31360065887087885,-0.2345445920763004,-0.08053012840070728,0.6611786175011694
2008-10-31,0.04899642162923157,-0.4418383053084476,-0.2700715292418294,0.3432800329649828
2008-11-28,-0.021101308496005666,-0.465311408082831,-0.33937779884145347,0.23907454005432371
2008-12-31,0.002677424498234382,-0.43678285375961867,-0.33812337992594566,0.2775705656333236
2009-01-30,-0.062419094990395774,-0.46722257959914615,-0.427179839651451,0.1839377260111832
2009-02-27,-0.16776453741902386,-0.5347470725589734,-0.5181228547525325,0.06074566259716252
2009-03-31,-0.11904539021598715,-0.4822385620325693,-0.470497326952667,0.16119286279925205
2009-04-30,-0.057064300458064876,-0.3070543810255676,-0.3469317464673767,0.31293276869713815
2009-05-29,-0.009726476708240894,-0.1950602467675846,-0.25527595861557506,0.3701986579207299
2009-06-30,-0.0005752600521493623,-0.2290780149632755,-0.27871479416377976,0.3755125925002485
2009-07-31,0.08425411291009222,-0.1310427802112588,-0.2118459355999447,0.4911117601799426
2009-08-31,0.114163913167185,-0.07543667835227053,-0.15397639697550114,0.5477113624795118
2009-09-30,0.16077190766541216,-0.031583992812193484,-0.12173016913798607,0.6181596115817545
2009-10-30,0.12012795310295976,-0.06696109915281123,-0.1553280185507162,0.5690308524543963
2009-11-30,0.17168042483976653,-0.020353387770996045,-0.10684450923220412,0.6530082129743531
2009-12-31,0.21861741659824885,0.0273497883630911,-0.06371245190509434,0.724780319695085
2010-01-29,0.16974618268093833,-0.0031250125671785645,-0.11712000302785641,0.6656486591727779
2010-02-26,0.1982197384294493,0.03137485734228407,-0.06847809324456822,0.7429723926774858
2010-03-31,0.2772196373642335,0.08705072432753336,-0.02063093618536027,0.8525099906874147
2010-04-30,0.29782129437774607,0.12379703205736292,0.014976586673606462,0.9023954696472223
2010-05-28,0.20101358543329995,0.032874839670442135,-0.04726986394165167,0.762193923029516
2010-06-30,0.1595041538935542,-0.019242211938589326,-0.07661906488799308,0.6617233494518278
2010-07-30,0.24983638985338508,0.029302496405341882,-0.016386188203554086,0.7757853274086834
2010-08-31,0.19800702663001557,-0.027151720633522114,-0.04856057649732359,0.690550578286756
2010-09-30,0.3192010114649879,0.04970468321968591,0.02312896534459674,0.8618566530768248
2010-10-29,0.3637186072630676,0.10524220152893826,0.0538972961857751,0.9280514299731877
2010-11-30,0.37576633755244515,0.1407887530989158,0.05910370660844433,0.9572219710191536
2010-12-31,0.45551549490265475,0.19845489446326403,0.13606201985093702,1.0933118970657878
2011-01-31,0.45944992794723616,0.23082561657557688,0.1131924132280735,1.1360137223170552
2011-02-28,0.5187488379696605,0.2657152525941717,0.1728248483600212,1.2182088833983302
2011-03-31,0.5315865739380241,0.291323849357745,0.203789069360782,1.25150055713396
2011-04-29,0.5817074320014575,0.30517163736858643,0.2316260589550181,1.316958197735072
2011-05-31,0.5893766251928543,0.2753819063535794,0.21979383231010652,1.3042662533318454
2011-06-30,0.5482100190424459,0.24466277144692317,0.23474101185237695,1.2615219056967621
2011-07-29,0.4868040601718677,0.21605960811807923,0.2039289116512748,1.1852959955539246
2011-08-31,0.4043053081410113,0.12489779886567942,0.14181546094461073,1.0424456356229004
2011-09-30,0.30986738108888057,0.07046369593629609,-0.02166682040238732,0.8701743157934603
2011-10-31,0.4571533336604048,0.1814722012077521,0.12963835932677625,1.1054546350936003
2011-11-30,0.40969144081941145,0.16277342646607829,0.1018605382338702,1.1026406949737977
2011-12-30,0.39568468912500365,0.15457283636054164,0.08105534493837063,1.0988734341734459
2012-01-31,0.5024654200036085,0.25040360703943576,0.11611463234188868,1.218743086578273
2012-02-29,0.5649882647589286,0.3211954073165506,0.168380234030316,1.3043767096259176
2012-03-30,0.5768325430861285,0.3167211116617441,0.2116280909160526,1.3569429989375492
2012-04-30,0.5340883135725014,0.2995718940567267,0.2143540783555855,1.3431213835131492
2012-05-31,0.40106350848825967,0.14603840178658478,0.1225787349314309,1.183874349277572
2012-06-29,0.4573783315100297,0.19294676208550343,0.1590529343413074,1.2486747843636823
2012-07-31,0.4612697398520662,0.1665012261133645,0.17643265066817637,1.2521525386353143
2012-08-31,0.5097720857699104,0.24181287827369546,0.18072297368794765,1.3236252009273954
2012-09-28,0.5313418070185627,0.28916824508255723,0.19710552515928792,1.3775516389971
2012-10-31,0.5303139641473171,0.26466281424556715,0.1781263307093237,1.3639125150321112
2012-11-30,0.5511008920604743,0.2836536992754546,0.20472284320295064,1.3947278166825656
2012-12-31,0.5898465693110186,0.32694892842670287,0.25288616938854913,1.4385375924907078
2013-01-31,0.6691506794102722,0.4403347645582576,0.3689046180455937,1.6057324284228822
2013-02-28,0.68862836590146,0.45798599731139533,0.380604189832237,1.6440668360311697
2013-03-28,0.7528936328620837,0.5269113034253545,0.43486120640915926,1.761600063125639
2013-04-30,0.8027115360076047,0.540002827173341,0.48502832191622414,1.7986216703782918
2013-05-31,0.8625214210788574,0.5903255938427716,0.5574162317278346,1.8715698066547604
2013-06-28,0.843668333073796,0.5469318723223047,0.47675763774549784,1.8311155694501449
2013-07-31,0.9494563288607749,0.6704755973929184,0.5545575069107256,2.005702812961015
2013-08-30,0.90446069339958,0.6450064573306837,0.5295315917972203,1.931261893901647
2013-09-30,0.9965934490954327,0.7254785953599641,0.6178393614038642,2.058058841034283
2013-10-31,1.0682745766495856,0.8039457908994252,0.7110812109476481,2.17056171235977
2013-11-29,1.1167602275091677,0.861378409912364,0.7519240477061517,2.250732047551996
2013-12-31,1.181161836646556,0.9329694167584062,0.8253305930368051,2.3450348051153203
2014-01-31,1.1390802807105724,0.8606836979657544,0.8057624239157508,2.252154222499691
2014-02-28,1.2602449908354547,0.977941060680031,0.9628948738555472,2.425615076138216
2014-03-31,1.2647881293944825,1.0047526976158543,0.9111851124906356,2.4390305742467815
2014-04-30,1.2603365524388699,1.0064037317475027,0.9325976983252116,2.432705466107885
2014-05-30,1.3368931827543094,1.0602651895091002,1.013729757035016,2.5068420954612005
2014-06-30,1.3957244218922855,1.1251660229046823,1.1227797939823705,2.614209138402366
2014-07-31,1.3310705668876621,1.0656726940252281,1.0258912654614512,2.5209365478488235
2014-08-29,1.4304382536912317,1.1661148483878083,1.1192773810105816,2.679224987360353
2014-09-30,1.397574909241213,1.0705062523197104,1.0251633715185782,2.5872391203337273
2014-10-31,1.4733130538851902,1.1786281716360958,1.1156215001253371,2.6900487337129193
2014-11-28,1.533954349049667,1.241557490679409,1.1929446037483817,2.788231334908365
2014-12-31,1.566332648874929,1.2297135583593715,1.15356054662437,2.807790960204472
2015-01-30,1.5234965241567582,1.2131443748897697,1.09820116349827,2.7138010257183107
2015-02-27,1.6607986310379714,1.3911088695186988,1.2029997665248455,2.942812245299664
2015-03-31,1.6300566324871646,1.392715548284595,1.1977655244365644,2.917932077682821
2015-04-30,1.644566547579346,1.4271836412071552,1.2082951564779303,2.9215100761546853
2015-05-29,1.6548288690233464,1.4590352253901968,1.327317226387775,2.97778048569696
2015-06-30,1.5719257152276396,1.3834490995257989,1.2756281886102925,2.9144143067721204
2015-07-31,1.6260896834661356,1.4238774550028657,1.33892283373401,2.955627710056291
2015-08-31,1.4759718928004775,1.2631014655449784,1.215546578971586,2.7398201875285664
2015-09-30,1.3992462736662215,1.167952274128024,1.079691401953133,2.615967528119293
2015-10-30,1.5547889199459055,1.3320417501456405,1.2521484805671341,2.866591497708787
2015-11-30,1.5700056598614989,1.3418358019766758,1.3363174038077053,2.8916004870381733
2015-12-31,1.4849803268979724,1.2628543786232669,1.3188066591208432,2.7883672883719433
2016-01-29,1.3645453496437883,1.0231831873166501,1.1482766677567549,2.5512459664743368
2016-02-29,1.388725865973631,1.0992244448330406,1.167702454098456,2.5977367850757322
2016-03-31,1.5423805110538624,1.2169375987507491,1.3080992780534522,2.864979865011854
2016-04-29,1.5399920742770186,1.257767617161309,1.3430395734301395,2.91833460043871
2016-05-31,1.5680512630484111,1.2471397981415393,1.3466237451738219,2.98592459782572
2016-06-30,1.5859593850990463,1.2254968609857042,1.2259404690751143,2.9837773878740266
2016-07-29,1.689721849821047,1.3026387590767152,1.3118768135424808,3.1374633916304573
2016-08-31,1.6761856094340746,1.3125606913312513,1.3058888752701066,3.1561836178184732
2016-09-30,1.667528203603588,1.3741314870551582,1.3731983302389401,3.158090744679088
2016-10-31,1.597452836527784,1.2530701134288824,1.3241923441973364,3.071118214959183
2016-11-30,1.696751951945596,1.3739489472248239,1.4401188904006483,3.3282501635495514
2016-12-30,1.7231113814177652,1.3500102398327596,1.4560273229979401,3.373721059693591
2017-01-31,1.777263118774937,1.442301616469,1.5037271687770781,3.476334170309407
2017-02-28,1.864752744936781,1.4917525919559123,1.4419995748827952,3.634654152982571
2017-03-31,1.893034402535581,1.4967946278996882,1.4021187161987458,3.6335151634581395
2017-04-28,1.9088969692062019,1.5041320448961844,1.2986548559213875,3.674843463034148
2017-05-31,1.9226953801575712,1.4446644680030398,1.3540106974962902,3.7219482303913525
2017-06-30,1.8993531840336764,1.5125149828168976,1.4147528792339785,3.77723801527584
2017-07-31,1.9285994921352825,1.5797147085473182,1.453804360878458,3.8497566514261337
2017-08-31,1.9248516019933883,1.5797308712496756,1.4631621239193775,3.8243953440768887
2017-09-29,1.9612767487910299,1.6977895168988395,1.5039970206168238,3.9732507298736994
2017-10-31,2.0347966627609395,1.7317535619426838,1.5996423310840124,4.0714329058846745
2017-11-30,2.097208061280753,1.8476406805482886,1.679766063600066,4.278230583203243
2017-12-29,2.1864718098983364,1.841270508345902,1.6349063833859998,4.340744084570216
2018-01-31,2.3727827135516977,2.033532123643988,1.792757054770147,4.597352620773061
2018-02-28,2.2588412341211854,1.8602839467129186,1.748193093251651,4.375681640823724
2018-03-29,2.182741034329286,1.8473024336094044,1.6627306324846174,4.331888596579937
2018-04-30,2.1495229571184535,1.8002381188712038,1.507809569105611,4.339444714495912
2018-05-31,2.1522521151747647,1.8975442218887433,1.6566903231873367,4.435951304205442
2018-06-29,2.200893488257213,1.9157390847290938,1.598125916620817,4.4683747810107635
2018-07-31,2.2744027911073226,2.0215467337430875,1.6399467446531522,4.654095173254538
2018-08-31,2.3233199457484006,2.1800598552182446,1.6532513849495674,4.797462163237084
2018-09-28,2.304833912083776,2.1563097689931383,1.6705678257495937,4.811836559037242
2018-10-31,1.9888677120129215,1.92602225193763,1.4284767465919646,4.351295368207003
2018-11-30,2.1215464776195865,1.9954582528446059,1.55206644849995,4.502684744108402
2018-12-31,1.7395255040056066,1.6193284633866836,1.2670160124208323,3.96000188510134
2019-01-31,2.0087281085430075,2.085943440384095,1.570915061624194,4.436005878949023
2019-02-28,2.0913305282689354,2.173299634531675,1.7408517683209088,4.661820297504204
2019-03-29,2.134732556532319,2.1714483703816194,1.7943549820803604,4.700529273652118
2019-04-30,2.2691546866164605,2.2844991781844017,1.9215138018951161,4.925633605105443
2019-05-31,1.8824048804873121,1.9525760700615202,1.7760333693695975,4.5213157373368364
2019-06-28,2.279442778415794,2.2710024824379236,2.087357999562038,4.9689228920067485
2019-07-31,2.324728001396305,2.2685421545299085,2.129054928382366,5.037379868159913
2019-08-30,2.011557961368455,2.0206680578297913,2.185170133626082,4.85767990605586
2019-09-30,2.1661735596783074,2.2091030643818947,2.0515605038185054,5.0020139606597
2019-10-31,2.316749924903193,2.330902868401129,2.0791460944663407,5.0795743545919105
2019-11-29,2.518071027176577,2.4394506709646326,2.189674329696247,5.337475393479299
2019-12-31,2.6597634199197833,2.556087146139389,2.31822341453102,5.499814237688274
2020-01-31,2.613087469463571,2.599311167681092,2.3618664513470375,5.399261954809207
2020-02-28,2.2367210359647256,2.2354206646560866,2.026852106666827,4.839623165152054
2020-03-31,1.2002745389021228,1.2955579449818364,1.262456860184407,3.8656068982831115
2020-04-30,1.4993043768327246,1.7661947808500162,1.5454245354670397,4.498196908254994
2020-05-29,1.580716666597462,1.8036327997317687,1.6849771882996585,4.837235639922232
2020-06-30,1.6779181211008556,1.8636676056716408,1.8629163322999536,4.891520425366714
2020-07-31,1.8458375124681088,1.8925996976785582,2.3770978284960704,5.21004110565601
2020-08-31,1.9093218865287453,2.1165125427122002,2.8025800491866235,5.462860461344074
2020-09-30,1.746488537014237,1.9761884030828676,2.630206599193066,5.329723328953232
2020-10-30,1.7061050103277768,1.938584201871377,2.168556703712923,5.314750049380119
2020-11-30,2.041668039161544,2.5807332602204927,2.827826427472771,6.140299930140759
2020-12-31,2.260299670314911,2.8383110872398327,3.1348783666710975,6.454579360449313
2021-01-29,2.332320621546359,3.0398657374021942,3.7812887501093746,6.428132219348413
2021-02-26,2.4676920147191086,3.504222852762431,2.3579769671867896,6.78312709479725
2021-03-31,2.713566735484473,3.6266001057532717,2.223576307069795,7.19313727016236
2021-04-30,2.855893955207718,3.686467650178847,2.2487381052358875,7.5611725347528544
2021-05-28,2.9261489600146353,3.75436181923793,2.4459095257635806,7.681181407599894
2021-06-30,2.9940627780181557,3.8688278343979023,2.4479728120834356,7.6910342880620775
2021-07-30,3.041447605213196,3.5595546240737796,2.26094157304894,7.773382064361195
2021-08-31,3.0933042442209127,3.7442079325001956,2.306318469406283,7.963042330211646
2021-09-30,2.9407735652485565,3.7396147801482664,2.1951032166317206,7.614610262049961
2021-10-29,3.1542924781369033,4.043142612473929,2.4870049955920894,8.11467278133375
2021-11-30,3.0642329008769664,3.8693489585112726,2.447077418403962,7.912969228973623
2021-12-31,3.1707213600963584,3.9631027077371686,2.4460366529255286,8.424789918554447
2022-01-31,2.8288032039772704,3.7102689546897807,2.385212829458677,7.96615291241338
2022-02-28,2.899061195798367,3.8539863739647666,2.4805343512523597,7.929029355866314
2022-03-31,3.0104775060497255,4.170169796134672,2.706409287891347,8.168308554064806
2022-04-29,2.526332415979964,3.5967987043390224,2.4589324557091845,7.55727155247774
2022-05-31,2.5917437233173617,3.604866648938448,2.9228444587266806,7.6878965672154145
2022-06-30,2.2396892865586255,3.021421398645871,2.174583177528695,6.903987764419253
2022-07-29,2.4954978091705096,3.6922302785904497,2.4949052888929364,7.634859885938004
2022-08-31,2.5283015880004953,3.5372577369089093,2.5308202953365333,7.410879305522071
2022-09-30,2.1506222491715516,3.030594388245052,2.129411221911227,6.670241798585993
2022-10-31,2.5202847576668495,3.216219299944261,2.6749654699064065,7.398211628087264
2022-11-30,2.7195427892221518,3.465060218845804,2.7569656833015195,7.94336871140098
2022-12-30,2.3823504462995686,3.0972271911621174,2.458954545026511,7.5112366594866895
2023-01-31,2.56921015552762,3.771473453303261,2.5714796170967373,8.111711844634316
2023-02-28,2.4195773729512013,3.573230755431613,2.3784368162960545,7.850963863789056
2023-03-31,2.396549101474228,3.571177934809864,2.4598867589860314,7.841443259767454
2023-04-28,2.322924144531032,3.501742290521454,2.502529288090862,7.8645054748779835
2023-05-31,2.3229683394221543,3.4940199117614474,2.796243470710342,7.552816289726138
2023-06-30,2.6180727173066534,3.912531807672109,3.0739737960866647,8.20607766103421
2023-07-31,2.7386868155315094,4.1495659869215515,3.238068229007915,8.507737350488265
2023-08-31,2.611275359807648,4.008074349047181,3.1261937385426872,8.261313075609953
2023-09-29,2.2819015513891503,3.598619598989381,2.8888026648251666,7.824588244730217
2023-10-31,2.0280470691874437,3.199729328612749,2.636320573060701,7.487785093649309
2023-11-30,2.300549923694193,3.6537145836750318,3.1001134334650553,8.226949556742197
2023-12-29,2.6110654584408577,4.151868517097748,3.5104438333130545,8.829504754343457
2024-01-31,2.4587585173052124,3.9834638268613753,3.4753046860779797,8.790408351340274
2024-02-29,2.5875812488465986,4.098568721530574,4.105274151819794,9.239067489220043
2024-03-28,2.792459154839021,4.383230553657149,4.256721293096047,9.701730095383805
2024-04-30,2.4343312447621077,3.9521627685132765,3.89506958774046,9.155034931700568
2024-05-31,2.4752117716899376,3.9570211433828266,4.308522977276705,9.422935274547648
2024-06-28,2.484974197590498,3.9517730459579044,4.4092406717510935,9.377626608142224
2024-07-31,2.666061351430687,4.184969622539206,4.17105998048399,9.840306269100457
2024-08-30,2.7626259206759607,4.288122415492381,4.315329060661264,10.064828025830723
2024-09-30,2.8139559644958956,4.539064659309812,4.560676218422705,10.258390152307472
2024-10-31,2.6527469109973905,4.376104047657399,4.727399536420594,10.12629480766382
2024-11-29,2.7980317884563877,4.482233278796567,5.291164398048233,10.904113921013279
