cost_convention,cost_bps,avg_turnover,n_periods,periods_per_year,mean_period_return,std_period_return,annual_return,annual_volatility,sharpe,max_drawdown,cumulative_return,experiment,pipeline,model_type
one_way,0.0,0.6447306122448979,300.0,12.0,0.006408789418070748,0.06600005307116938,0.05111301034922322,0.22863089044301535,0.25850900529417,-0.7335814040984692,2.477245005967076,final_twostep_elasticnet_rolling_nocost_v1,twostep,elasticnet
