fold_id,feature,coefficient,abs_coefficient,is_nonzero,selected_alpha
3,vol_12m_x_macro_credit_spread,0.0011403987589589312,0.0011403987589589312,1,0.001
4,mom_12_1,0.0028130843808103555,0.0028130843808103555,1,0.0025
4,mom_6_1,-0.0010162919605010113,0.0010162919605010113,1,0.0025
4,mom_3_1,0.0004650559522312156,0.0004650559522312156,1,0.0025
4,tsmom_12,0.0,0.0,0,0.0025
4,tsmom_sign_12,0.0,0.0,0,0.0025
4,reversal_1m,0.0,0.0,0,0.0025
4,ma_gap_12m,-0.0,0.0,0,0.0025
4,ma_crossover_6_12,0.0,0.0,0,0.0025
4,vol_3m,0.0,0.0,0,0.0025
4,vol_12m,0.0016718827067911568,0.0016718827067911568,1,0.0025
4,vol_regime_3_12,-0.0,0.0,0,0.0025
4,log_volume,0.001148123366095912,0.001148123366095912,1,0.0025
4,abnormal_log_volume,0.0,0.0,0,0.0025
4,macro_vix,-0.017117792979503145,0.017117792979503145,1,0.0025
4,macro_epu,0.004761630624965287,0.004761630624965287,1,0.0025
4,macro_credit_spread,-0.0,0.0,0,0.0025
4,macro_term_spread,-0.009460867187041004,0.009460867187041004,1,0.0025
4,mom_12_1_x_macro_epu,0.0,0.0,0,0.0025
4,mom_12_1_x_macro_vix,0.0,0.0,0,0.0025
4,tsmom_12_x_macro_epu,0.0006424823494944516,0.0006424823494944516,1,0.0025
4,tsmom_12_x_macro_vix,0.002910207083452345,0.002910207083452345,1,0.0025
4,ma_gap_12m_x_macro_epu,-0.006029457938973157,0.006029457938973157,1,0.0025
4,ma_crossover_6_12_x_macro_vix,0.0,0.0,0,0.0025
4,reversal_1m_x_macro_epu,-0.0,0.0,0,0.0025
4,reversal_1m_x_macro_vix,-0.0,0.0,0,0.0025
4,reversal_1m_x_macro_credit_spread,-0.0,0.0,0,0.0025
4,abnormal_log_volume_x_macro_epu,0.0,0.0,0,0.0025
4,abnormal_log_volume_x_macro_vix,0.0,0.0,0,0.0025
4,log_volume_x_macro_credit_spread,0.0,0.0,0,0.0025
4,vol_regime_3_12_x_macro_vix,0.00033896145073876113,0.00033896145073876113,1,0.0025
4,vol_regime_3_12_x_macro_term_spread,-0.0,0.0,0,0.0025
4,vol_12m_x_macro_credit_spread,0.003731733927646754,0.003731733927646754,1,0.0025
5,mom_12_1,-0.0,0.0,0,0.0005
5,mom_6_1,-0.004126441064638092,0.004126441064638092,1,0.0005
5,mom_3_1,0.0071635328378515575,0.0071635328378515575,1,0.0005
5,tsmom_12,-0.0,0.0,0,0.0005
5,tsmom_sign_12,0.00039146957783276615,0.00039146957783276615,1,0.0005
5,reversal_1m,0.004563894049163232,0.004563894049163232,1,0.0005
5,ma_gap_12m,0.0,0.0,0,0.0005
5,ma_crossover_6_12,0.0037100242365878614,0.0037100242365878614,1,0.0005
5,vol_3m,-0.0021481374742218246,0.0021481374742218246,1,0.0005
5,vol_12m,0.006792525673674366,0.006792525673674366,1,0.0005
5,vol_regime_3_12,-0.0046563737143714996,0.0046563737143714996,1,0.0005
5,log_volume,0.001063751582849683,0.001063751582849683,1,0.0005
5,abnormal_log_volume,-0.0,0.0,0,0.0005
5,macro_vix,-0.019748229550972735,0.019748229550972735,1,0.0005
5,macro_epu,0.005962580703453871,0.005962580703453871,1,0.0005
5,macro_credit_spread,0.0,0.0,0,0.0005
5,macro_term_spread,-0.012452629381034168,0.012452629381034168,1,0.0005
5,mom_12_1_x_macro_epu,0.002468799266961797,0.002468799266961797,1,0.0005
5,mom_12_1_x_macro_vix,-0.0010928295485997486,0.0010928295485997486,1,0.0005
5,tsmom_12_x_macro_epu,0.006114315366396612,0.006114315366396612,1,0.0005
5,tsmom_12_x_macro_vix,0.0008495199373993263,0.0008495199373993263,1,0.0005
5,ma_gap_12m_x_macro_epu,-0.01967963874363893,0.01967963874363893,1,0.0005
5,ma_crossover_6_12_x_macro_vix,0.004305648757626691,0.004305648757626691,1,0.0005
5,reversal_1m_x_macro_epu,-0.010183292634315678,0.010183292634315678,1,0.0005
5,reversal_1m_x_macro_vix,-0.00517789101909146,0.00517789101909146,1,0.0005
5,reversal_1m_x_macro_credit_spread,0.004315375942970039,0.004315375942970039,1,0.0005
5,abnormal_log_volume_x_macro_epu,-0.0,0.0,0,0.0005
5,abnormal_log_volume_x_macro_vix,0.0,0.0,0,0.0005
5,log_volume_x_macro_credit_spread,0.0003860601205963593,0.0003860601205963593,1,0.0005
5,vol_regime_3_12_x_macro_vix,0.007105901282553751,0.007105901282553751,1,0.0005
5,vol_regime_3_12_x_macro_term_spread,-0.0010985637037040598,0.0010985637037040598,1,0.0005
5,vol_12m_x_macro_credit_spread,0.0,0.0,0,0.0005
6,mom_12_1,-0.0,0.0,0,0.0005
6,mom_6_1,-0.0051692279278078125,0.0051692279278078125,1,0.0005
6,mom_3_1,0.007001726870224558,0.007001726870224558,1,0.0005
6,tsmom_12,-0.0,0.0,0,0.0005
6,tsmom_sign_12,0.000522936344076688,0.000522936344076688,1,0.0005
6,reversal_1m,0.004155720695365236,0.004155720695365236,1,0.0005
6,ma_gap_12m,0.0,0.0,0,0.0005
6,ma_crossover_6_12,0.007206251179395259,0.007206251179395259,1,0.0005
6,vol_3m,-0.003135134403934757,0.003135134403934757,1,0.0005
6,vol_12m,0.0074620718926132045,0.0074620718926132045,1,0.0005
6,vol_regime_3_12,-0.0034712947677058162,0.0034712947677058162,1,0.0005
6,log_volume,0.0015542715567195755,0.0015542715567195755,1,0.0005
6,abnormal_log_volume,0.0,0.0,0,0.0005
6,macro_vix,-0.018554883559731894,0.018554883559731894,1,0.0005
6,macro_epu,0.005619386405194371,0.005619386405194371,1,0.0005
6,macro_credit_spread,0.0,0.0,0,0.0005
6,macro_term_spread,-0.010867992297837444,0.010867992297837444,1,0.0005
6,mom_12_1_x_macro_epu,-0.0,0.0,0,0.0005
6,mom_12_1_x_macro_vix,-0.0014815771236977335,0.0014815771236977335,1,0.0005
6,tsmom_12_x_macro_epu,0.0052395132497693045,0.0052395132497693045,1,0.0005
6,tsmom_12_x_macro_vix,0.003306288237263005,0.003306288237263005,1,0.0005
6,ma_gap_12m_x_macro_epu,-0.018507669625447174,0.018507669625447174,1,0.0005
6,ma_crossover_6_12_x_macro_vix,0.0009518093270537717,0.0009518093270537717,1,0.0005
6,reversal_1m_x_macro_epu,-0.00940826403255233,0.00940826403255233,1,0.0005
6,reversal_1m_x_macro_vix,-0.004339541390569982,0.004339541390569982,1,0.0005
6,reversal_1m_x_macro_credit_spread,0.003333883553971654,0.003333883553971654,1,0.0005
6,abnormal_log_volume_x_macro_epu,0.0,0.0,0,0.0005
6,abnormal_log_volume_x_macro_vix,0.0,0.0,0,0.0005
6,log_volume_x_macro_credit_spread,0.00030672947624814216,0.00030672947624814216,1,0.0005
6,vol_regime_3_12_x_macro_vix,0.007133453423337768,0.007133453423337768,1,0.0005
6,vol_regime_3_12_x_macro_term_spread,-0.0015524960098958628,0.0015524960098958628,1,0.0005
6,vol_12m_x_macro_credit_spread,0.0,0.0,0,0.0005
7,mom_12_1,0.0,0.0,0,0.005
7,mom_6_1,-0.0008545642954717373,0.0008545642954717373,1,0.005
7,mom_3_1,-0.0,0.0,0,0.005
7,tsmom_12,0.0015274197200954081,0.0015274197200954081,1,0.005
7,tsmom_sign_12,0.0,0.0,0,0.005
7,reversal_1m,0.0,0.0,0,0.005
7,ma_gap_12m,-0.0,0.0,0,0.005
7,ma_crossover_6_12,0.0,0.0,0,0.005
7,vol_3m,0.0,0.0,0,0.005
7,vol_12m,0.0025668385522237365,0.0025668385522237365,1,0.005
7,vol_regime_3_12,0.0,0.0,0,0.005
7,log_volume,0.00029715436393771644,0.00029715436393771644,1,0.005
7,abnormal_log_volume,0.0,0.0,0,0.005
7,macro_vix,-0.011051871078790928,0.011051871078790928,1,0.005
7,macro_epu,0.0016352585942668403,0.0016352585942668403,1,0.005
7,macro_credit_spread,0.0,0.0,0,0.005
7,macro_term_spread,-0.0052456195329985255,0.0052456195329985255,1,0.005
7,mom_12_1_x_macro_epu,0.0,0.0,0,0.005
7,mom_12_1_x_macro_vix,0.0,0.0,0,0.005
7,tsmom_12_x_macro_epu,0.0004435920967324642,0.0004435920967324642,1,0.005
7,tsmom_12_x_macro_vix,0.0,0.0,0,0.005
7,ma_gap_12m_x_macro_epu,-0.0027576255265808415,0.0027576255265808415,1,0.005
7,ma_crossover_6_12_x_macro_vix,0.0,0.0,0,0.005
7,reversal_1m_x_macro_epu,0.0,0.0,0,0.005
7,reversal_1m_x_macro_vix,0.0,0.0,0,0.005
7,reversal_1m_x_macro_credit_spread,0.0,0.0,0,0.005
7,abnormal_log_volume_x_macro_epu,0.0,0.0,0,0.005
7,abnormal_log_volume_x_macro_vix,0.0,0.0,0,0.005
7,log_volume_x_macro_credit_spread,0.0,0.0,0,0.005
7,vol_regime_3_12_x_macro_vix,0.0,0.0,0,0.005
7,vol_regime_3_12_x_macro_term_spread,-0.0,0.0,0,0.005
7,vol_12m_x_macro_credit_spread,0.0,0.0,0,0.005
8,mom_12_1,0.0,0.0,0,0.005
8,mom_6_1,-0.0004934408456972867,0.0004934408456972867,1,0.005
8,mom_3_1,-0.0,0.0,0,0.005
8,tsmom_12,0.00071405532374379,0.00071405532374379,1,0.005
8,tsmom_sign_12,0.0,0.0,0,0.005
8,reversal_1m,0.0,0.0,0,0.005
8,ma_gap_12m,-0.0,0.0,0,0.005
8,ma_crossover_6_12,0.0,0.0,0,0.005
8,vol_3m,0.0,0.0,0,0.005
8,vol_12m,0.0018391740216698546,0.0018391740216698546,1,0.005
8,vol_regime_3_12,0.0,0.0,0,0.005
8,log_volume,0.0,0.0,0,0.005
8,abnormal_log_volume,0.0,0.0,0,0.005
8,macro_vix,-0.010529080177157714,0.010529080177157714,1,0.005
8,macro_epu,0.0013055256453828777,0.0013055256453828777,1,0.005
8,macro_credit_spread,0.0,0.0,0,0.005
8,macro_term_spread,-0.00496059056600882,0.00496059056600882,1,0.005
8,mom_12_1_x_macro_epu,0.0,0.0,0,0.005
8,mom_12_1_x_macro_vix,0.0,0.0,0,0.005
8,tsmom_12_x_macro_epu,0.0008361721259269233,0.0008361721259269233,1,0.005
8,tsmom_12_x_macro_vix,0.0,0.0,0,0.005
8,ma_gap_12m_x_macro_epu,-0.002994047206554142,0.002994047206554142,1,0.005
8,ma_crossover_6_12_x_macro_vix,0.0,0.0,0,0.005
8,reversal_1m_x_macro_epu,0.0,0.0,0,0.005
8,reversal_1m_x_macro_vix,0.0,0.0,0,0.005
8,reversal_1m_x_macro_credit_spread,0.0,0.0,0,0.005
8,abnormal_log_volume_x_macro_epu,0.0,0.0,0,0.005
8,abnormal_log_volume_x_macro_vix,0.0,0.0,0,0.005
8,log_volume_x_macro_credit_spread,0.0,0.0,0,0.005
8,vol_regime_3_12_x_macro_vix,0.0,0.0,0,0.005
8,vol_regime_3_12_x_macro_term_spread,-0.0,0.0,0,0.005
8,vol_12m_x_macro_credit_spread,0.0,0.0,0,0.005
9,mom_12_1,0.0,0.0,0,0.005
9,mom_6_1,-0.0,0.0,0,0.005
9,mom_3_1,0.0,0.0,0,0.005
9,tsmom_12,0.0012270313059788436,0.0012270313059788436,1,0.005
9,tsmom_sign_12,0.0,0.0,0,0.005
9,reversal_1m,0.0,0.0,0,0.005
9,ma_gap_12m,-0.0,0.0,0,0.005
9,ma_crossover_6_12,0.0,0.0,0,0.005
9,vol_3m,0.0,0.0,0,0.005
9,vol_12m,0.0021193626577349876,0.0021193626577349876,1,0.005
9,vol_regime_3_12,0.0,0.0,0,0.005
9,log_volume,0.0,0.0,0,0.005
9,abnormal_log_volume,0.0,0.0,0,0.005
9,macro_vix,-0.009703813625328506,0.009703813625328506,1,0.005
9,macro_epu,0.0022330308876747323,0.0022330308876747323,1,0.005
9,macro_credit_spread,0.0,0.0,0,0.005
9,macro_term_spread,-0.005693829528003634,0.005693829528003634,1,0.005
9,mom_12_1_x_macro_epu,0.0,0.0,0,0.005
9,mom_12_1_x_macro_vix,0.0,0.0,0,0.005
9,tsmom_12_x_macro_epu,0.0,0.0,0,0.005
9,tsmom_12_x_macro_vix,0.0,0.0,0,0.005
9,ma_gap_12m_x_macro_epu,-0.0033559971107987086,0.0033559971107987086,1,0.005
9,ma_crossover_6_12_x_macro_vix,-0.0,0.0,0,0.005
9,reversal_1m_x_macro_epu,0.0,0.0,0,0.005
9,reversal_1m_x_macro_vix,0.0,0.0,0,0.005
9,reversal_1m_x_macro_credit_spread,0.0,0.0,0,0.005
9,abnormal_log_volume_x_macro_epu,0.0,0.0,0,0.005
9,abnormal_log_volume_x_macro_vix,0.0,0.0,0,0.005
9,log_volume_x_macro_credit_spread,0.0,0.0,0,0.005
9,vol_regime_3_12_x_macro_vix,0.0003307566514563962,0.0003307566514563962,1,0.005
9,vol_regime_3_12_x_macro_term_spread,-0.0,0.0,0,0.005
9,vol_12m_x_macro_credit_spread,0.0,0.0,0,0.005
10,mom_12_1,0.0005318783978126351,0.0005318783978126351,1,0.005
10,mom_6_1,-0.0,0.0,0,0.005
10,mom_3_1,0.0,0.0,0,0.005
10,tsmom_12,0.0007966564127113938,0.0007966564127113938,1,0.005
10,tsmom_sign_12,0.0,0.0,0,0.005
10,reversal_1m,0.0,0.0,0,0.005
10,ma_gap_12m,-0.0,0.0,0,0.005
10,ma_crossover_6_12,0.0,0.0,0,0.005
10,vol_3m,0.0,0.0,0,0.005
10,vol_12m,0.0009543722928947191,0.0009543722928947191,1,0.005
10,vol_regime_3_12,0.0,0.0,0,0.005
10,log_volume,0.0,0.0,0,0.005
10,abnormal_log_volume,0.0,0.0,0,0.005
10,macro_vix,-0.00845693962789681,0.00845693962789681,1,0.005
10,macro_epu,0.0037249516275867068,0.0037249516275867068,1,0.005
10,macro_credit_spread,-0.0,0.0,0,0.005
10,macro_term_spread,-0.0054470614914274955,0.0054470614914274955,1,0.005
10,mom_12_1_x_macro_epu,0.0,0.0,0,0.005
10,mom_12_1_x_macro_vix,0.0,0.0,0,0.005
10,tsmom_12_x_macro_epu,0.0,0.0,0,0.005
10,tsmom_12_x_macro_vix,0.0,0.0,0,0.005
10,ma_gap_12m_x_macro_epu,-0.004293663862909261,0.004293663862909261,1,0.005
10,ma_crossover_6_12_x_macro_vix,-0.0,0.0,0,0.005
10,reversal_1m_x_macro_epu,0.0,0.0,0,0.005
10,reversal_1m_x_macro_vix,0.0,0.0,0,0.005
10,reversal_1m_x_macro_credit_spread,0.0,0.0,0,0.005
10,abnormal_log_volume_x_macro_epu,0.0,0.0,0,0.005
10,abnormal_log_volume_x_macro_vix,0.0,0.0,0,0.005
10,log_volume_x_macro_credit_spread,0.0,0.0,0,0.005
10,vol_regime_3_12_x_macro_vix,6.468435835492446e-05,6.468435835492446e-05,1,0.005
10,vol_regime_3_12_x_macro_term_spread,-0.0,0.0,0,0.005
10,vol_12m_x_macro_credit_spread,0.0,0.0,0,0.005
11,mom_12_1,0.0,0.0,0,0.005
11,mom_6_1,-0.0,0.0,0,0.005
11,mom_3_1,0.0,0.0,0,0.005
11,tsmom_12,0.0010234235609310348,0.0010234235609310348,1,0.005
11,tsmom_sign_12,0.0,0.0,0,0.005
11,reversal_1m,0.0,0.0,0,0.005
11,ma_gap_12m,-0.0,0.0,0,0.005
11,ma_crossover_6_12,0.0,0.0,0,0.005
11,vol_3m,0.0,0.0,0,0.005
11,vol_12m,0.0007688326254844498,0.0007688326254844498,1,0.005
11,vol_regime_3_12,0.0,0.0,0,0.005
11,log_volume,0.0,0.0,0,0.005
11,abnormal_log_volume,0.0,0.0,0,0.005
11,macro_vix,-0.007798566031016094,0.007798566031016094,1,0.005
11,macro_epu,0.0040055537893865035,0.0040055537893865035,1,0.005
11,macro_credit_spread,-0.0,0.0,0,0.005
11,macro_term_spread,-0.005422690266797497,0.005422690266797497,1,0.005
11,mom_12_1_x_macro_epu,0.0,0.0,0,0.005
11,mom_12_1_x_macro_vix,0.0,0.0,0,0.005
11,tsmom_12_x_macro_epu,0.0,0.0,0,0.005
11,tsmom_12_x_macro_vix,0.0,0.0,0,0.005
11,ma_gap_12m_x_macro_epu,-0.005113747918401205,0.005113747918401205,1,0.005
11,ma_crossover_6_12_x_macro_vix,0.0,0.0,0,0.005
11,reversal_1m_x_macro_epu,0.0,0.0,0,0.005
11,reversal_1m_x_macro_vix,0.0,0.0,0,0.005
11,reversal_1m_x_macro_credit_spread,0.0,0.0,0,0.005
11,abnormal_log_volume_x_macro_epu,0.0,0.0,0,0.005
11,abnormal_log_volume_x_macro_vix,0.0,0.0,0,0.005
11,log_volume_x_macro_credit_spread,-0.0,0.0,0,0.005
11,vol_regime_3_12_x_macro_vix,0.0,0.0,0,0.005
11,vol_regime_3_12_x_macro_term_spread,-0.0,0.0,0,0.005
11,vol_12m_x_macro_credit_spread,0.0,0.0,0,0.005
12,mom_12_1,0.0,0.0,0,0.005
12,mom_6_1,-0.0,0.0,0,0.005
12,mom_3_1,0.0,0.0,0,0.005
12,tsmom_12,0.0,0.0,0,0.005
12,tsmom_sign_12,0.0,0.0,0,0.005
12,reversal_1m,2.729598028850265e-05,2.729598028850265e-05,1,0.005
12,ma_gap_12m,-0.0,0.0,0,0.005
12,ma_crossover_6_12,0.0,0.0,0,0.005
12,vol_3m,0.0,0.0,0,0.005
12,vol_12m,0.0,0.0,0,0.005
12,vol_regime_3_12,0.0,0.0,0,0.005
12,log_volume,0.0,0.0,0,0.005
12,abnormal_log_volume,0.0,0.0,0,0.005
12,macro_vix,-0.007136025430110997,0.007136025430110997,1,0.005
12,macro_epu,0.0009816987161599838,0.0009816987161599838,1,0.005
12,macro_credit_spread,-0.0,0.0,0,0.005
12,macro_term_spread,-0.003358518954465618,0.003358518954465618,1,0.005
12,mom_12_1_x_macro_epu,-0.0,0.0,0,0.005
12,mom_12_1_x_macro_vix,-0.0,0.0,0,0.005
12,tsmom_12_x_macro_epu,0.0,0.0,0,0.005
12,tsmom_12_x_macro_vix,0.0,0.0,0,0.005
12,ma_gap_12m_x_macro_epu,-0.0025105771218783676,0.0025105771218783676,1,0.005
12,ma_crossover_6_12_x_macro_vix,-0.0,0.0,0,0.005
12,reversal_1m_x_macro_epu,0.0,0.0,0,0.005
12,reversal_1m_x_macro_vix,0.0,0.0,0,0.005
12,reversal_1m_x_macro_credit_spread,0.0,0.0,0,0.005
12,abnormal_log_volume_x_macro_epu,-0.0,0.0,0,0.005
12,abnormal_log_volume_x_macro_vix,-0.0,0.0,0,0.005
12,log_volume_x_macro_credit_spread,-0.0,0.0,0,0.005
12,vol_regime_3_12_x_macro_vix,0.00013522581761655616,0.00013522581761655616,1,0.005
12,vol_regime_3_12_x_macro_term_spread,-0.0,0.0,0,0.005
12,vol_12m_x_macro_credit_spread,0.0,0.0,0,0.005
13,mom_12_1,0.0,0.0,0,0.005
13,mom_6_1,-0.0,0.0,0,0.005
13,mom_3_1,0.0,0.0,0,0.005
13,tsmom_12,0.0,0.0,0,0.005
13,tsmom_sign_12,0.0,0.0,0,0.005
13,reversal_1m,0.0009566730348485149,0.0009566730348485149,1,0.005
13,ma_gap_12m,-0.0,0.0,0,0.005
13,ma_crossover_6_12,0.0,0.0,0,0.005
13,vol_3m,0.0,0.0,0,0.005
13,vol_12m,0.0,0.0,0,0.005
13,vol_regime_3_12,0.0,0.0,0,0.005
